n_samples,n_features,corr_level,constraints,simulation,method,train_rmse,test_rmse,train_r2,test_r2,coef_rmse,coef_mae,run_time,coef_0,coef_1,coef_2,coef_3,true_coef_0,true_coef_1,true_coef_2,true_coef_3,error,sign_correct,true_coef_abs_error
20,4,0.3,none,0,Lasso,0.896478972092756,1.1828808201247976,0.9678068888524569,0.9314136857958063,0.22434244936006556,0.199673645342891,0.006524324417114258,3.452058793241405,-4.440744617961764,4.217378674483096,-3.0808247997656064,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.3,none,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
20,4,0.3,none,0,ConstrainedRegression,0.8964789720927558,1.182880820124809,0.9678068888524569,0.931413685795805,0.2243424493600645,0.19967364534289544,0.008004188537597656,3.4520587932413926,-4.440744617961758,4.217378674483118,-3.080824799765617,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.3,none,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
20,4,0.3,none,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
20,4,0.3,none,0,ConstrainedElasticNetRegression,0.9103262640011428,1.2930800585298177,0.9668046784121045,0.9180391765221814,0.2581834295616487,0.20913302470345074,0.883913516998291,3.3470239506959722,-4.237103872683368,4.039710608431094,-3.0299683820195757,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.3,correct,0,OLS,0.896478972092756,1.1828808201247976,0.9678068888524569,0.9314136857958063,0.22434244936006556,0.199673645342891,0.009093046188354492,3.452058793241405,-4.440744617961764,4.217378674483096,-3.0808247997656064,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.3,correct,0,Ridge,0.896478972092756,1.1828808201247976,0.9678068888524569,0.9314136857958063,0.22434244936006556,0.199673645342891,0.0067386627197265625,3.452058793241405,-4.440744617961764,4.217378674483096,-3.0808247997656064,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.3,correct,0,Lasso,0.896478972092756,1.1828808201247976,0.9678068888524569,0.9314136857958063,0.22434244936006556,0.199673645342891,0.006078958511352539,3.452058793241405,-4.440744617961764,4.217378674483096,-3.0808247997656064,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.3,correct,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
20,4,0.3,correct,0,ConstrainedRegression,0.8964789720927558,1.182880820124809,0.9678068888524569,0.931413685795805,0.2243424493600645,0.19967364534289544,0.009021759033203125,3.4520587932413926,-4.440744617961758,4.217378674483118,-3.080824799765617,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.3,correct,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
20,4,0.3,correct,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
20,4,0.3,correct,0,ConstrainedElasticNetRegression,0.9103262640011428,1.2930800585298177,0.9668046784121045,0.9180391765221814,0.2581834295616487,0.20913302470345074,0.5869803428649902,3.3470239506959722,-4.237103872683368,4.039710608431094,-3.0299683820195757,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.7,none,0,OLS,0.8964789720927555,1.1828808201248115,0.9273374441328494,0.9279906657636771,0.34224960413218436,0.32061629882727316,0.006997823715209961,3.340486920723269,-4.098326288642436,4.647347671781572,-3.7531236323451287,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.7,none,0,Ridge,0.8964789720927555,1.1828808201248115,0.9273374441328494,0.9279906657636771,0.34224960413218436,0.32061629882727316,0.006001949310302734,3.340486920723269,-4.098326288642436,4.647347671781572,-3.7531236323451287,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.7,none,0,Lasso,0.8964789720927555,1.1828808201248115,0.9273374441328494,0.9279906657636771,0.34224960413218436,0.32061629882727316,0.005007743835449219,3.340486920723269,-4.098326288642436,4.647347671781572,-3.7531236323451287,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.7,none,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
20,4,0.7,none,0,ConstrainedRegression,0.8964789720927557,1.182880820124812,0.9273374441328494,0.927990665763677,0.3422496041321844,0.32061629882727316,0.009110450744628906,3.340486920723269,-4.098326288642435,4.6473476717815725,-3.753123632345127,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.7,none,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
