n_samples,n_features,corr_level,constraints,simulation,method,train_rmse,test_rmse,train_r2,test_r2,coef_rmse,coef_mae,run_time,coef_0,coef_1,coef_2,coef_3,true_coef_0,true_coef_1,true_coef_2,true_coef_3,error,sign_correct,true_coef_abs_error
20,4,0.7,none,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
20,4,0.7,none,0,ConstrainedElasticNetRegression,0.9291242585759089,1.4019595295080212,0.921949075053099,0.8988472324234761,0.42473063443779463,0.3496382454404039,1.0470068454742432,3.0919342582564364,-3.635573939046257,4.238562818954041,-3.56669125956217,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.7,correct,0,OLS,0.8964789720927555,1.1828808201248115,0.9273374441328494,0.9279906657636771,0.34224960413218436,0.32061629882727316,0.009008646011352539,3.340486920723269,-4.098326288642436,4.647347671781572,-3.7531236323451287,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.7,correct,0,Ridge,0.8964789720927555,1.1828808201248115,0.9273374441328494,0.9279906657636771,0.34224960413218436,0.32061629882727316,0.007467985153198242,3.340486920723269,-4.098326288642436,4.647347671781572,-3.7531236323451287,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.7,correct,0,Lasso,0.8964789720927555,1.1828808201248115,0.9273374441328494,0.9279906657636771,0.34224960413218436,0.32061629882727316,0.004040718078613281,3.340486920723269,-4.098326288642436,4.647347671781572,-3.7531236323451287,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.7,correct,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
20,4,0.7,correct,0,ConstrainedRegression,0.8964789720927557,1.182880820124812,0.9273374441328494,0.927990665763677,0.3422496041321844,0.32061629882727316,0.010953664779663086,3.340486920723269,-4.098326288642435,4.6473476717815725,-3.753123632345127,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.7,correct,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
20,4,0.7,correct,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
20,4,0.7,correct,0,ConstrainedElasticNetRegression,0.9291242585759089,1.4019595295080212,0.921949075053099,0.8988472324234761,0.42473063443779463,0.3496382454404039,1.2121899127960205,3.0919342582564364,-3.635573939046257,4.238562818954041,-3.56669125956217,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.9,none,0,OLS,0.8964789720927563,1.1828808201248093,0.888008753997002,-47.83964051341123,0.5925982497705383,0.5825541428681117,0.010006427764892578,2.9192044621804705,-3.6569473977523916,3.7272961998221508,-2.8566742814163533,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.9,none,0,Ridge,0.8964789720927563,1.1828808201248093,0.888008753997002,-47.83964051341123,0.5925982497705383,0.5825541428681117,0.006646633148193359,2.9192044621804705,-3.6569473977523916,3.7272961998221508,-2.8566742814163533,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.9,none,0,Lasso,0.8964789720927563,1.1828808201248093,0.888008753997002,-47.83964051341123,0.5925982497705383,0.5825541428681117,0.004998445510864258,2.9192044621804705,-3.6569473977523916,3.7272961998221508,-2.8566742814163533,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.9,none,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
20,4,0.9,none,0,ConstrainedRegression,0.8964789720927562,1.1828808201248113,0.888008753997002,-47.839640513411396,0.592598249770537,0.5825541428681107,0.009016990661621094,2.919204462180475,-3.6569473977523907,3.727296199822148,-2.8566742814163564,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.9,none,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
20,4,0.9,none,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
20,4,0.9,none,0,ConstrainedElasticNetRegression,0.8981058242384108,1.1754367940648358,0.8876019212240652,-47.226866050070676,0.660335968425645,0.652906000224943,1.1987221240997314,2.8635590208172435,-3.568242758162595,3.63743539982534,-2.8094777329388623,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.9,correct,0,OLS,0.8964789720927563,1.1828808201248093,0.888008753997002,-47.83964051341123,0.5925982497705383,0.5825541428681117,0.007143259048461914,2.9192044621804705,-3.6569473977523916,3.7272961998221508,-2.8566742814163533,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.9,correct,0,Ridge,0.8964789720927563,1.1828808201248093,0.888008753997002,-47.83964051341123,0.5925982497705383,0.5825541428681117,0.0029990673065185547,2.9192044621804705,-3.6569473977523916,3.7272961998221508,-2.8566742814163533,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.9,correct,0,Lasso,0.8964789720927563,1.1828808201248093,0.888008753997002,-47.83964051341123,0.5925982497705383,0.5825541428681117,0.007265806198120117,2.9192044621804705,-3.6569473977523916,3.7272961998221508,-2.8566742814163533,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.9,correct,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
20,4,0.9,correct,0,ConstrainedRegression,0.8964789720927562,1.1828808201248113,0.888008753997002,-47.839640513411396,0.592598249770537,0.5825541428681107,0.009000539779663086,2.919204462180475,-3.6569473977523907,3.727296199822148,-2.8566742814163564,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
20,4,0.9,correct,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
20,4,0.9,correct,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
20,4,0.9,correct,0,ConstrainedElasticNetRegression,0.8981058242384108,1.1754367940648358,0.8876019212240652,-47.226866050070676,0.660335968425645,0.652906000224943,1.1727545261383057,2.8635590208172435,-3.568242758162595,3.63743539982534,-2.8094777329388623,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
30,4,0.0,none,0,OLS,0.6522718713665372,0.3099914970892708,0.9939352689632297,0.9972029148584366,0.19509181935346825,0.1575928580537198,0.009641170501708984,3.579437012151168,-4.282735095153472,4.411277500865907,-3.7163452278098124,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
30,4,0.0,none,0,Ridge,0.6522718713665372,0.3099914970892708,0.9939352689632297,0.9972029148584366,0.19509181935346825,0.1575928580537198,0.0057866573333740234,3.579437012151168,-4.282735095153472,4.411277500865907,-3.7163452278098124,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
30,4,0.0,none,0,Lasso,0.6522718713665372,0.3099914970892708,0.9939352689632297,0.9972029148584366,0.19509181935346825,0.1575928580537198,0.006042957305908203,3.579437012151168,-4.282735095153472,4.411277500865907,-3.7163452278098124,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
30,4,0.0,none,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
30,4,0.0,none,0,ConstrainedRegression,0.6522718713665372,0.30999149708926305,0.9939352689632297,0.9972029148584368,0.1950918193534683,0.15759285805371992,0.006952762603759766,3.5794370121511623,-4.282735095153468,4.411277500865906,-3.7163452278098124,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
30,4,0.0,none,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.0,none,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.0,none,0,ConstrainedElasticNetRegression,0.6552996063463181,0.26440838870087013,0.9938788353910513,0.9979650366947289,0.18323106742577827,0.1534909567069308,0.8872284889221191,3.5376950728187566,-4.247677250091353,4.375505396113008,-3.7030236530767278,3.644894766590334,-4.260678240005621,4.147763775349428,-3.43700213069843,,1.0,0
30,4,0.0,correct,0,OLS,0.6522718713665372,0.3099914970892705,0.9949574339392563,0.9974009120662316,0.19509181935346898,0.15759285805372047,0.008211851119995117,3.2887973296425015,-4.344920591618075,5.229520736824589,-4.182450532878856,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.0,correct,0,Ridge,0.6522718713665372,0.3099914970892705,0.9949574339392563,0.9974009120662316,0.19509181935346898,0.15759285805372047,0.006030082702636719,3.2887973296425015,-4.344920591618075,5.229520736824589,-4.182450532878856,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.0,correct,0,Lasso,0.6522718713665372,0.3099914970892705,0.9949574339392563,0.9974009120662316,0.19509181935346898,0.15759285805372047,0.006047487258911133,3.2887973296425015,-4.344920591618075,5.229520736824589,-4.182450532878856,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.0,correct,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
30,4,0.0,correct,0,ConstrainedRegression,0.6522718713665374,0.3099914970892638,0.9949574339392563,0.9974009120662317,0.19509181935346792,0.15759285805371936,0.010496854782104492,3.288797329642498,-4.34492059161807,5.229520736824588,-4.182450532878853,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.0,correct,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.0,correct,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.0,correct,0,ConstrainedElasticNetRegression,0.6554513467898488,0.26434669574331543,0.9949081545175682,0.9981099678903417,0.1818905562553162,0.1522902995429417,0.8912158012390137,3.2475061636870666,-4.310355088434297,5.191183635641685,-4.1678344411751365,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.3,none,0,OLS,0.6522718713665376,0.30999149708926305,0.9878056606325863,0.9966569027303794,0.23109764052139858,0.17189727231950735,0.007528781890869141,3.355168093069841,-4.564120324160843,4.910957100590862,-3.512737853885484,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.3,none,0,Ridge,0.6522718713665376,0.30999149708926305,0.9878056606325863,0.9966569027303794,0.23109764052139858,0.17189727231950735,0.006998777389526367,3.355168093069841,-4.564120324160843,4.910957100590862,-3.512737853885484,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.3,none,0,Lasso,0.6522718713665376,0.30999149708926305,0.9878056606325863,0.9966569027303794,0.23109764052139858,0.17189727231950735,0.006998777389526367,3.355168093069841,-4.564120324160843,4.910957100590862,-3.512737853885484,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.3,none,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
30,4,0.3,none,0,ConstrainedRegression,0.6522718713665375,0.30999149708926954,0.9878056606325863,0.9966569027303793,0.23109764052140042,0.17189727231950636,0.01005244255065918,3.35516809306984,-4.5641203241608475,4.910957100590872,-3.512737853885481,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.3,none,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.3,none,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.3,none,0,ConstrainedElasticNetRegression,0.6522718715371643,0.3099990797653969,0.9878056606262066,0.9966567391779326,0.23109943042976447,0.17189741599289088,1.1210379600524902,3.355159143316041,-4.564109996992254,4.910946378255194,-3.5127287246052283,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.3,correct,0,OLS,0.6522718713665376,0.30999149708926305,0.9878056606325863,0.9966569027303794,0.23109764052139858,0.17189727231950735,0.0056972503662109375,3.355168093069841,-4.564120324160843,4.910957100590862,-3.512737853885484,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.3,correct,0,Ridge,0.6522718713665376,0.30999149708926305,0.9878056606325863,0.9966569027303794,0.23109764052139858,0.17189727231950735,0.00500178337097168,3.355168093069841,-4.564120324160843,4.910957100590862,-3.512737853885484,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.3,correct,0,Lasso,0.6522718713665376,0.30999149708926305,0.9878056606325863,0.9966569027303794,0.23109764052139858,0.17189727231950735,0.003991127014160156,3.355168093069841,-4.564120324160843,4.910957100590862,-3.512737853885484,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.3,correct,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
30,4,0.3,correct,0,ConstrainedRegression,0.6522718713665375,0.30999149708926954,0.9878056606325863,0.9966569027303793,0.23109764052140042,0.17189727231950636,0.008013486862182617,3.35516809306984,-4.5641203241608475,4.910957100590872,-3.512737853885481,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.3,correct,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.3,correct,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.3,correct,0,ConstrainedElasticNetRegression,0.6522718715371643,0.3099990797653969,0.9878056606262066,0.9966567391779326,0.23109943042976447,0.17189741599289088,0.9525058269500732,3.355159143316041,-4.564109996992254,4.910946378255194,-3.5127287246052283,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.7,none,0,OLS,0.6522718713665372,0.30999149708927354,0.9733173461173118,0.9937261915370742,0.35163096705478586,0.29025438152943983,0.008102655410766602,3.3379688870763333,-4.127527097336085,5.388356641509812,-4.430152495544056,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.7,none,0,Ridge,0.6522718713665372,0.30999149708927354,0.9733173461173118,0.9937261915370742,0.35163096705478586,0.29025438152943983,0.0049517154693603516,3.3379688870763333,-4.127527097336085,5.388356641509812,-4.430152495544056,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.7,none,0,Lasso,0.6522718713665372,0.30999149708927354,0.9733173461173118,0.9937261915370742,0.35163096705478586,0.29025438152943983,0.006111860275268555,3.3379688870763333,-4.127527097336085,5.388356641509812,-4.430152495544056,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.7,none,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
30,4,0.7,none,0,ConstrainedRegression,0.6522718713665375,0.30999149708926776,0.9733173461173118,0.9937261915370744,0.3516309670547849,0.29025438152943805,0.007082462310791016,3.3379688870763378,-4.127527097336083,5.388356641509805,-4.430152495544059,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.7,none,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.7,none,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.7,none,0,ConstrainedElasticNetRegression,0.6522765812869236,0.30998645929724006,0.9733169607760616,0.9937263954516059,0.35038473656891705,0.29036235742074246,1.0422818660736084,3.335739133417928,-4.123646202989274,5.384257636283054,-4.4285727563308095,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.7,correct,0,OLS,0.6522718713665372,0.30999149708927354,0.9733173461173118,0.9937261915370742,0.35163096705478586,0.29025438152943983,0.00804901123046875,3.3379688870763333,-4.127527097336085,5.388356641509812,-4.430152495544056,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.7,correct,0,Ridge,0.6522718713665372,0.30999149708927354,0.9733173461173118,0.9937261915370742,0.35163096705478586,0.29025438152943983,0.003963470458984375,3.3379688870763333,-4.127527097336085,5.388356641509812,-4.430152495544056,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.7,correct,0,Lasso,0.6522718713665372,0.30999149708927354,0.9733173461173118,0.9937261915370742,0.35163096705478586,0.29025438152943983,0.005040884017944336,3.3379688870763333,-4.127527097336085,5.388356641509812,-4.430152495544056,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.7,correct,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
30,4,0.7,correct,0,ConstrainedRegression,0.6522718713665375,0.30999149708926776,0.9733173461173118,0.9937261915370744,0.3516309670547849,0.29025438152943805,0.009993791580200195,3.3379688870763378,-4.127527097336083,5.388356641509805,-4.430152495544059,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.7,correct,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.7,correct,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.7,correct,0,ConstrainedElasticNetRegression,0.6522765812869236,0.30998645929724006,0.9733169607760616,0.9937263954516059,0.35038473656891705,0.29036235742074246,0.887869119644165,3.335739133417928,-4.123646202989274,5.384257636283054,-4.4285727563308095,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.9,none,0,OLS,0.6522718713665374,0.30999149708927115,0.9457085305306553,0.9757481360851733,0.6084290375162608,0.5020184780475154,0.00460052490234375,2.6062574392855247,-4.211974626260307,4.74399756612954,-2.975929723762037,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.9,none,0,Ridge,0.6522718713665374,0.30999149708927115,0.9457085305306553,0.9757481360851733,0.6084290375162608,0.5020184780475154,0.0032095909118652344,2.6062574392855247,-4.211974626260307,4.74399756612954,-2.975929723762037,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.9,none,0,Lasso,0.6522718713665374,0.30999149708927115,0.9457085305306553,0.9757481360851733,0.6084290375162608,0.5020184780475154,0.0035681724548339844,2.6062574392855247,-4.211974626260307,4.74399756612954,-2.975929723762037,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.9,none,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
30,4,0.9,none,0,ConstrainedRegression,0.6522718713665373,0.30999149708926593,0.9457085305306553,0.9757481360851741,0.6084290375162574,0.5020184780475093,0.005599021911621094,2.6062574392855233,-4.211974626260314,4.743997566129552,-2.975929723762043,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.9,none,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.9,none,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.9,none,0,ConstrainedElasticNetRegression,0.6537370132780289,0.3515629197165784,0.9454643561363536,0.9688073921903757,0.6456957316976726,0.5597900573737822,1.0634121894836426,2.5816508660588764,-4.144110433797331,4.645837013446256,-2.9354747248298785,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.9,correct,0,OLS,0.6522718713665374,0.30999149708927115,0.9457085305306553,0.9757481360851733,0.6084290375162608,0.5020184780475154,0.008888959884643555,2.6062574392855247,-4.211974626260307,4.74399756612954,-2.975929723762037,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.9,correct,0,Ridge,0.6522718713665374,0.30999149708927115,0.9457085305306553,0.9757481360851733,0.6084290375162608,0.5020184780475154,0.005000114440917969,2.6062574392855247,-4.211974626260307,4.74399756612954,-2.975929723762037,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.9,correct,0,Lasso,0.6522718713665374,0.30999149708927115,0.9457085305306553,0.9757481360851733,0.6084290375162608,0.5020184780475154,0.0060558319091796875,2.6062574392855247,-4.211974626260307,4.74399756612954,-2.975929723762037,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.9,correct,0,ElasticNet,,,,,,,,,,,,,,,,name 'ElasticNet' is not defined,0.0,0
30,4,0.9,correct,0,ConstrainedRegression,0.6522718713665373,0.30999149708926593,0.9457085305306553,0.9757481360851741,0.6084290375162574,0.5020184780475093,0.008988380432128906,2.6062574392855233,-4.211974626260314,4.743997566129552,-2.975929723762043,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
30,4,0.9,correct,0,ConstrainedRidgeRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 0.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.9,correct,0,ConstrainedLassoRegression,,,,,,,,,,,,,,,,"Parameter grid for parameter 'l1_ratio' needs to be a list or a numpy array, but got 1.0 (of type float) instead. Single values need to be wrapped in a list with one element.",0.0,0
30,4,0.9,correct,0,ConstrainedElasticNetRegression,0.6537370132780289,0.3515629197165784,0.9454643561363536,0.9688073921903757,0.6456957316976726,0.5597900573737822,1.1778593063354492,2.5816508660588764,-4.144110433797331,4.645837013446256,-2.9354747248298785,3.354255084081667,-4.3228637364702225,4.966007011308108,-3.903107435767473,,1.0,0
