Version,Service,tags,Type,Long Title,Indice,1970,1971,1972,1973,1974,1975,1976,197T,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Joint Inflation Calculator April 2019,nmd,Manpower,Weighted,CICPAY = Civilian Payroll for all services (OSD Cost Element),Civ Pay*,0.1569,0.1708,0.1853,0.1964,0.2142,0.2319,0.2510,0.2584,0.2734,0.2945,0.3123,0.3337,0.3627,0.3826,0.3990,0.4110,0.4259,0.4259,0.4355,0.4452,0.4612,0.4783,0.4974,0.5182,0.5379,0.5428,0.5509,0.5620,0.5774,0.5939,0.6141,0.6417,0.6672,0.6964,0.7258,0.7556,0.7831,0.8081,0.8277,0.8540,0.8865,0.9083,0.9128,0.9128,0.9128,0.9196,0.9288,0.9402,0.9581,0.9768,0.9953,1.0000,1.0158,1.0371,1.0589,1.0811,1.1038,1.1270,1.1506,1.1748,1.1995,1.2247,1.2504,1.2766,1.3035,1.3308,1.3588,1.3873,1.4164,1.4462,1.4766,1.5076,1.5392,1.5715,1.6045,1.6382,1.6726,1.7078,1.7436,1.7803,1.8176,1.8558,1.8948,1.9346,1.9752,2.0167,2.0590,2.1023,2.1464,2.1915,2.2375,2.2845
Joint Inflation Calculator April 2019,nmd,,Weighted,ENVREST = Environmental Restoration for all services (O&M) ,ENV  REST,0.1902,0.2020,0.2164,0.2364,0.2648,0.2850,0.2977,0.3158,0.3171,0.3497,0.3571,0.4122,0.4366,0.4609,0.4773,0.4936,0.5085,0.5235,0.5414,0.5611,0.5835,0.6007,0.6224,0.6375,0.6466,0.6588,0.6706,0.6809,0.6881,0.6947,0.7038,0.7140,0.7228,0.7327,0.7480,0.7678,0.7894,0.8098,0.8273,0.8404,0.8464,0.8587,0.8743,0.8883,0.9009,0.9127,0.9244,0.9390,0.9553,0.9754,0.9949,1.0148,1.0351,1.0558,1.0769,1.0985,1.1205,1.1429,1.1657,1.1890,1.2128,1.2371,1.2618,1.2870,1.3128,1.3390,1.3658,1.3931,1.4210,1.4494,1.4784,1.5080,1.5381,1.5689,1.6003,1.6323,1.6649,1.6982,1.7322,1.7668,1.8022,1.8382,1.8750,1.9125,1.9507,1.9897,2.0295,2.0701,2.1115,2.1538,2.1968,2.2408
Joint Inflation Calculator April 2019,nm,,Weighted,"FAMHSG (CON)  (Purchases) = Family Housing, Navy & Marine Corps (Construction) (0730)",FH (Con) Purch,0.1761,0.1861,0.2010,0.2265,0.2541,0.2699,0.2831,0.3013,0.3261,0.3567,0.3906,0.4228,0.4480,0.4673,0.4836,0.4951,0.5095,0.5255,0.5453,0.5670,0.5890,0.6105,0.6277,0.6401,0.6621,0.6666,0.6763,0.6855,0.6935,0.7016,0.7130,0.7235,0.7311,0.7456,0.7636,0.7883,0.8085,0.8235,0.8393,0.8521,0.8654,0.8792,0.9001,0.9135,0.9265,0.9407,0.9571,0.9760,0.9957,1.0157,1.0360,1.0567,1.0779,1.0994,1.1214,1.1438,1.1667,1.1901,1.2139,1.2381,1.2629,1.2881,1.3139,1.3402,1.3670,1.3943,1.4222,1.4507,1.4797,1.5093,1.5395,1.5702,1.6017,1.6337,1.6664,1.6997,1.7337,1.7684,1.8037,1.8398,1.8766,1.9141,1.9524,1.9915,2.0313,2.0719,2.1133,2.1556,2.1987,2.2427,2.2876,2.3333
Joint Inflation Calculator April 2019,nm,,Weighted,"FAMHSG (OPS)  (Purchases) = Family Housing, Navy & Marine Corps (Operations) (0735)",FH (Ops) Purch,0.1651,0.1715,0.1791,0.1914,0.2187,0.2514,0.2650,0.2752,0.2913,0.3147,0.3451,0.3806,0.4155,0.4421,0.4616,0.4781,0.4931,0.5052,0.5198,0.5375,0.5598,0.5823,0.6054,0.6218,0.6369,0.6494,0.6626,0.6756,0.6845,0.6900,0.6967,0.7068,0.7176,0.7245,0.7354,0.7514,0.7732,0.7953,0.8154,0.8321,0.8436,0.8536,0.8698,0.8845,0.8987,0.9110,0.9222,0.9358,0.9534,0.9736,0.9931,1.0129,1.0332,1.0538,1.0749,1.0964,1.1183,1.1407,1.1635,1.1868,1.2105,1.2347,1.2594,1.2846,1.3103,1.3365,1.3633,1.3905,1.4183,1.4467,1.4756,1.5051,1.5352,1.5660,1.5973,1.6292,1.6618,1.6950,1.7289,1.7635,1.7988,1.8348,1.8715,1.9089,1.9471,1.9860,2.0257,2.0662,2.1076,2.1497,2.1927,2.2366
Joint Inflation Calculator April 2019,nm,,Weighted,"FAMHSG Construction (COMPOSITE) Family Housing, Navy & Marine Corps (0730)",FH Con COMP,0.1637,0.1711,0.1796,0.1919,0.2179,0.2484,0.2628,0.2726,0.2885,0.3116,0.3401,0.3735,0.4075,0.4330,0.4521,0.4678,0.4829,0.4930,0.5069,0.5233,0.5446,0.5663,0.5887,0.6058,0.6218,0.6331,0.6454,0.6581,0.6681,0.6753,0.6843,0.6971,0.7101,0.7203,0.7340,0.7519,0.7745,0.7970,0.8170,0.8351,0.8494,0.8610,0.8756,0.8884,0.9006,0.9122,0.9231,0.9364,0.9541,0.9740,0.9934,1.0111,1.0307,1.0515,1.0727,1.0943,1.1163,1.1388,1.1617,1.1851,1.2090,1.2333,1.2582,1.2835,1.3094,1.3357,1.3626,1.3901,1.4181,1.4466,1.4758,1.5055,1.5358,1.5668,1.5983,1.6305,1.6633,1.6968,1.7310,1.7659,1.8014,1.8377,1.8747,1.9125,1.9510,1.9903,2.0304,2.0713,2.1130,2.1555,2.1990,2.2432
Joint Inflation Calculator April 2019,nmd,Fuel,Weighted,Fuel for all services (OSD Cost Element),Fuel*,0.0976,0.1020,0.1059,0.1103,0.1168,0.1345,0.1445,0.1445,0.1564,0.1675,0.1936,0.3611,0.4182,0.4653,0.4193,0.3614,0.3352,0.2904,0.2667,0.2235,0.2237,0.1996,0.3737,0.2492,0.2527,0.2884,0.2526,0.2667,0.2702,0.3234,0.2950,0.2204,0.3590,0.3554,0.2985,0.3233,0.4300,0.6866,0.6963,0.9406,0.6472,0.8109,1.0071,1.0384,1.1256,1.0929,1.0285,0.7117,0.7544,0.8295,1.0070,1.0000,0.9730,0.9633,0.9941,1.0110,1.0363,1.0622,1.0887,1.1159,1.1438,1.1724,1.2018,1.2318,1.2626,1.2942,1.3265,1.3597,1.3937,1.4285,1.4642,1.5008,1.5383,1.5768,1.6162,1.6566,1.6980,1.7405,1.7840,1.8286,1.8743,1.9212,1.9692,2.0184,2.0689,2.1206,2.1736,2.2280,2.2837,2.3408,2.3993,2.4593
Joint Inflation Calculator April 2019,nmd,Manpower,Weighted,Military Pay only (OSD Cost Element),Mil Pay*,0.1106,0.1198,0.1398,0.1572,0.1678,0.1789,0.1881,0.1904,0.1988,0.2126,0.2253,0.2414,0.2797,0.3180,0.3308,0.3407,0.3543,0.3649,0.3732,0.3815,0.3952,0.4099,0.4262,0.4440,0.4610,0.4728,0.4846,0.4964,0.5106,0.5251,0.5430,0.5675,0.5900,0.6261,0.6588,0.6870,0.7121,0.7349,0.7527,0.7766,0.8062,0.8346,0.8503,0.8635,0.8780,0.8883,0.8971,0.9081,0.9254,0.9469,0.9711,1.0000,1.0272,1.0539,1.0813,1.1094,1.1383,1.1679,1.1983,1.2294,1.2614,1.2942,1.3278,1.3623,1.3978,1.4341,1.4714,1.5096,1.5489,1.5892,1.6305,1.6729,1.7164,1.7610,1.8068,1.8538,1.9020,1.9514,2.0021,2.0542,2.1076,2.1624,2.2186,2.2763,2.3355,2.3962,2.4585,2.5224,2.5880,2.6553,2.7244,2.7952
Joint Inflation Calculator April 2019,n,Milcon,Weighted,"MILCON (COMPOSITE) Military Construction, Navy (1205)",Milcon COMP,0.1809,0.1924,0.2064,0.2250,0.2516,0.2708,0.2836,0.3003,0.3026,0.3332,0.3410,0.3916,0.4155,0.4385,0.4543,0.4697,0.4840,0.4973,0.5135,0.5312,0.5524,0.5680,0.5889,0.6038,0.6142,0.6313,0.6385,0.6494,0.6577,0.6669,0.6806,0.6953,0.7071,0.7210,0.7395,0.7600,0.7830,0.8050,0.8219,0.8372,0.8524,0.8780,0.8977,0.9110,0.9237,0.9370,0.9623,0.9814,1.0013,1.0214,1.0418,1.0627,1.0839,1.1056,1.1277,1.1503,1.1733,1.1967,1.2207,1.2451,1.2700,1.2954,1.3213,1.3477,1.3747,1.4021,1.4302,1.4588,1.4880,1.5177,1.5481,1.5790,1.6106,1.6428,1.6757,1.7092,1.7434,1.7783,1.8138,1.8501,1.8871,1.9248,1.9633,2.0026,2.0427,2.0835,2.1252,2.1677,2.2110,2.2553,2.3004,2.3464
Joint Inflation Calculator April 2019,d,,Weighted,Defense Wide Military Construction,Milcon DoD,0.1941,0.2030,0.2107,0.2195,0.2322,0.2526,0.2693,0.2788,0.2894,0.3091,0.3360,0.3716,0.4110,0.4423,0.4639,0.4816,0.4979,0.5119,0.5257,0.5415,0.5642,0.5868,0.6120,0.6291,0.6514,0.6633,0.6746,0.6841,0.6908,0.6981,0.7076,0.7180,0.7270,0.7386,0.7553,0.7758,0.7971,0.8180,0.8337,0.8469,0.8634,0.8817,0.8991,0.9118,0.9250,0.9430,0.9669,0.9860,1.0060,1.0261,1.0467,1.0676,1.0889,1.1107,1.1329,1.1556,1.1787,1.2023,1.2263,1.2509,1.2759,1.3014,1.3274,1.3540,1.3810,1.4087,1.4368,1.4656,1.4949,1.5248,1.5553,1.5864,1.6181,1.6505,1.6835,1.7171,1.7515,1.7865,1.8223,1.8587,1.8959,1.9338,1.9725,2.0119,2.0522,2.0932,2.1351,2.1778,2.2213,2.2657,2.3111,2.3573
Joint Inflation Calculator April 2019,n,,Weighted,"MILCON (Purchases) = Military Construction, Navy (1205)",Milcon Purch,0.1902,0.2020,0.2164,0.2364,0.2648,0.2850,0.2977,0.3158,0.3171,0.3497,0.3571,0.4122,0.4366,0.4609,0.4773,0.4936,0.5085,0.5235,0.5414,0.5611,0.5835,0.6007,0.6224,0.6375,0.6501,0.6657,0.6767,0.6857,0.6900,0.6962,0.7073,0.7164,0.7245,0.7348,0.7512,0.7708,0.7927,0.8142,0.8308,0.8449,0.8565,0.8780,0.8977,0.9110,0.9237,0.9370,0.9623,0.9814,1.0013,1.0214,1.0418,1.0627,1.0839,1.1056,1.1277,1.1503,1.1733,1.1967,1.2207,1.2451,1.2700,1.2954,1.3213,1.3477,1.3747,1.4021,1.4302,1.4588,1.4880,1.5177,1.5481,1.5790,1.6106,1.6428,1.6757,1.7092,1.7434,1.7783,1.8138,1.8501,1.8871,1.9248,1.9633,2.0026,2.0427,2.0835,2.1252,2.1677,2.2110,2.2553,2.3004,2.3464
Joint Inflation Calculator April 2019,n,,Weighted,"MILCON RES  (Purchases) = Military Construction, Naval Reserve (1235)",Milcon Res Purch,0.1902,0.2020,0.2203,0.2403,0.2687,0.2834,0.2968,0.3190,0.3171,0.3497,0.3561,0.4122,0.4366,0.4609,0.4728,0.4884,0.5027,0.5204,0.5370,0.5581,0.5800,0.6017,0.6221,0.6296,0.6641,0.6725,0.6780,0.6855,0.6917,0.7007,0.7092,0.7198,0.7227,0.7350,0.7506,0.7744,0.7963,0.8161,0.8321,0.8449,0.8566,0.8786,0.8975,0.9110,0.9182,0.9306,0.9515,0.9702,0.9900,1.0099,1.0301,1.0507,1.0717,1.0931,1.1150,1.1373,1.1600,1.1832,1.2069,1.2310,1.2557,1.2808,1.3064,1.3325,1.3592,1.3864,1.4141,1.4424,1.4712,1.5006,1.5307,1.5613,1.5925,1.6243,1.6568,1.6900,1.7238,1.7582,1.7934,1.8293,1.8659,1.9032,1.9412,1.9801,2.0197,2.0601,2.1013,2.1433,2.1861,2.2299,2.2745,2.3200
Joint Inflation Calculator April 2019,m,Manpower,Weighted,"MPMC (COMPOSITE) Miltary Personnel, Marine Corps (1105)",MPMC COMP,0.1139,0.1230,0.1424,0.1596,0.1706,0.1818,0.1911,0.1940,0.2020,0.2159,0.2290,0.2455,0.2857,0.3237,0.3369,0.3472,0.3609,0.3717,0.3803,0.3890,0.4032,0.4184,0.4364,0.4531,0.4699,0.4817,0.4936,0.5056,0.5194,0.5335,0.5509,0.5747,0.5969,0.6321,0.6642,0.6921,0.7167,0.7393,0.7574,0.7811,0.8099,0.8374,0.8538,0.8674,0.8816,0.8925,0.9016,0.9128,0.9300,0.9513,0.9745,1.0012,1.0265,1.0514,1.0769,1.1028,1.1294,1.1567,1.1846,1.2131,1.2424,1.2723,1.3030,1.3344,1.3666,1.3996,1.4333,1.4679,1.5033,1.5395,1.5766,1.6146,1.6536,1.6934,1.7343,1.7761,1.8189,1.8628,1.9077,1.9537,2.0008,2.0490,2.0984,2.1490,2.2009,2.2539,2.3083,2.3639,2.4209,2.4793,2.5391,2.6003
Joint Inflation Calculator April 2019,m,,Weighted,"MPMC (NONPAY Purchases) = Miltary Personnel, Marine Corps (1105)",MPMC Non-pay,0.1824,0.1895,0.1954,0.2070,0.2247,0.2375,0.2511,0.2650,0.2646,0.2793,0.3017,0.3244,0.4014,0.4319,0.4548,0.4723,0.4879,0.5008,0.5171,0.5349,0.5576,0.5807,0.6053,0.6210,0.6341,0.6473,0.6593,0.6738,0.6823,0.6874,0.6935,0.7032,0.7142,0.7199,0.7284,0.7452,0.7644,0.7883,0.8092,0.8279,0.8400,0.8484,0.8644,0.8795,0.8929,0.9061,0.9162,0.9281,0.9450,0.9655,0.9848,1.0045,1.0245,1.0450,1.0659,1.0873,1.1090,1.1312,1.1538,1.1769,1.2004,1.2244,1.2489,1.2739,1.2994,1.3254,1.3519,1.3789,1.4065,1.4346,1.4633,1.4926,1.5224,1.5529,1.5839,1.6156,1.6479,1.6809,1.7145,1.7488,1.7838,1.8194,1.8558,1.8929,1.9308,1.9694,2.0088,2.0490,2.0900,2.1318,2.1744,2.2179
Joint Inflation Calculator April 2019,n,Manpower,Weighted,"MPN (COMPOSITE) Military Personnel, Navy (1453)",MPN COMP,0.1162,0.1249,0.1428,0.1589,0.1702,0.1811,0.1906,0.1944,0.2014,0.2149,0.2285,0.2451,0.2873,0.3241,0.3377,0.3482,0.3618,0.3728,0.3815,0.3899,0.4039,0.4190,0.4357,0.4536,0.4708,0.4827,0.4947,0.5067,0.5209,0.5352,0.5529,0.5771,0.5995,0.6351,0.6647,0.6916,0.7162,0.7389,0.7568,0.7807,0.8097,0.8372,0.8538,0.8676,0.8816,0.8924,0.9016,0.9128,0.9298,0.9511,0.9742,1.0008,1.0262,1.0512,1.0768,1.1030,1.1298,1.1572,1.1854,1.2142,1.2437,1.2740,1.3049,1.3366,1.3691,1.4024,1.4365,1.4714,1.5072,1.5439,1.5814,1.6198,1.6592,1.6996,1.7409,1.7832,1.8265,1.8710,1.9164,1.9630,2.0108,2.0596,2.1097,2.1610,2.2135,2.2673,2.3225,2.3789,2.4368,2.4960,2.5567,2.6188
Joint Inflation Calculator April 2019,n,,Weighted,"MPN (NONPAY Purchases) = Military Personnel, Navy (1453)",MPN Non-pay,0.1822,0.1894,0.1953,0.2071,0.2247,0.2375,0.2511,0.2651,0.2645,0.2794,0.3017,0.3248,0.4014,0.4319,0.4544,0.4713,0.4871,0.5034,0.5187,0.5343,0.5547,0.5785,0.6017,0.6175,0.6344,0.6463,0.6590,0.6716,0.6817,0.6868,0.6935,0.7024,0.7140,0.7197,0.7272,0.7426,0.7637,0.7869,0.8079,0.8269,0.8393,0.8472,0.8645,0.8805,0.8927,0.9056,0.9157,0.9274,0.9438,0.9643,0.9836,1.0033,1.0234,1.0438,1.0647,1.0860,1.1077,1.1299,1.1525,1.1755,1.1990,1.2230,1.2475,1.2724,1.2979,1.3238,1.3503,1.3773,1.4048,1.4329,1.4616,1.4908,1.5206,1.5511,1.5821,1.6137,1.6460,1.6789,1.7125,1.7467,1.7817,1.8173,1.8537,1.8907,1.9285,1.9671,2.0065,2.0466,2.0875,2.1293,2.1719,2.2153
Joint Inflation Calculator April 2019,n,,Weighted,NDSF (Purchases) = National Defense Sealift Fund (4557),NDSF,0.1933,0.2021,0.2099,0.2186,0.2312,0.2516,0.2682,0.2777,0.2882,0.3078,0.3346,0.3701,0.4093,0.4405,0.4620,0.4796,0.4959,0.5098,0.5236,0.5393,0.5619,0.5844,0.6095,0.6266,0.6435,0.6553,0.6671,0.6788,0.6876,0.6935,0.7014,0.7124,0.7234,0.7278,0.7396,0.7632,0.7838,0.8046,0.8232,0.8392,0.8507,0.8610,0.8806,0.8947,0.9079,0.9210,0.9339,0.9537,0.9723,0.9924,1.0122,1.0325,1.0531,1.0742,1.0957,1.1176,1.1399,1.1627,1.1860,1.2097,1.2339,1.2586,1.2838,1.3094,1.3356,1.3623,1.3896,1.4174,1.4457,1.4746,1.5041,1.5342,1.5649,1.5962,1.6281,1.6607,1.6939,1.7278,1.7623,1.7976,1.8335,1.8702,1.9076,1.9458,1.9847,2.0244,2.0649,2.1062,2.1483,2.1912,2.2351,2.2798
Joint Inflation Calculator April 2019,n,,Weighted,"NDSF (BLS History) = National Defense Sealift Fund (BLS historical, OSD future)(4557)",NDSF  (BLS HIST),0.1648,0.1772,0.1946,0.2191,0.2417,0.2672,0.2882,0.3180,0.3197,0.3492,0.3565,0.3872,0.3999,0.4118,0.4186,0.4268,0.4354,0.4455,0.4555,0.4690,0.4832,0.4971,0.5110,0.5242,0.5082,0.5251,0.5386,0.5450,0.5500,0.5535,0.5595,0.5741,0.5854,0.5947,0.6157,0.6495,0.6786,0.7101,0.7421,0.7718,0.7955,0.8190,0.8521,0.8743,0.8947,0.9135,0.9297,0.9520,0.9723,0.9924,1.0122,1.0325,1.0531,1.0742,1.0957,1.1176,1.1399,1.1627,1.1860,1.2097,1.2339,1.2586,1.2838,1.3094,1.3356,1.3623,1.3896,1.4174,1.4457,1.4746,1.5041,1.5342,1.5649,1.5962,1.6281,1.6607,1.6939,1.7278,1.7623,1.7976,1.8335,1.8702,1.9076,1.9458,1.9847,2.0244,2.0649,2.1062,2.1483,2.1912,2.2351,2.2798
Joint Inflation Calculator April 2019,d,,Weighted,Defense Wide O&M,"O&M, DoD",0.1635,0.1701,0.1771,0.1813,0.2040,0.2468,0.2634,0.2711,0.2838,0.3040,0.3317,0.3668,0.4057,0.4366,0.4579,0.4753,0.4915,0.5053,0.5189,0.5345,0.5569,0.5792,0.6041,0.6210,0.6378,0.6503,0.6626,0.6746,0.6838,0.6893,0.6966,0.7070,0.7171,0.7242,0.7341,0.7540,0.7754,0.7971,0.8176,0.8343,0.8446,0.8556,0.8755,0.8864,0.8987,0.9114,0.9225,0.9374,0.9544,0.9744,0.9939,1.0138,1.0341,1.0548,1.0759,1.0974,1.1193,1.1417,1.1645,1.1878,1.2116,1.2358,1.2605,1.2857,1.3115,1.3377,1.3644,1.3917,1.4196,1.4480,1.4769,1.5065,1.5366,1.5673,1.5987,1.6306,1.6633,1.6965,1.7304,1.7651,1.8004,1.8364,1.8731,1.9106,1.9488,1.9877,2.0275,2.0680,2.1094,2.1516,2.1946,2.2385
Joint Inflation Calculator April 2019,m,O&M,Weighted,"O&MMC (COMPOSITE) Operations & Maintenance, Marine Corps (1106)",O&M  MC COMP,0.1542,0.1623,0.1709,0.1794,0.2027,0.2328,0.2491,0.2599,0.2710,0.2926,0.3188,0.3604,0.3923,0.4149,0.4312,0.4445,0.4579,0.4660,0.4780,0.4917,0.5109,0.5305,0.5574,0.5720,0.5878,0.5985,0.6087,0.6208,0.6307,0.6407,0.6506,0.6639,0.6793,0.6911,0.7021,0.7212,0.7496,0.7948,0.8159,0.8403,0.8515,0.8686,0.8854,0.8980,0.9064,0.9159,0.9245,0.9321,0.9507,0.9710,0.9945,1.0091,1.0265,1.0471,1.0688,1.0905,1.1127,1.1354,1.1586,1.1823,1.2064,1.2310,1.2561,1.2818,1.3080,1.3346,1.3619,1.3897,1.4181,1.4470,1.4765,1.5067,1.5374,1.5688,1.6008,1.6335,1.6669,1.7009,1.7356,1.7710,1.8072,1.8441,1.8817,1.9201,1.9593,1.9993,2.0401,2.0818,2.1243,2.1676,2.2119,2.2570
Joint Inflation Calculator April 2019,m,O&M,Weighted,"O&MMC (Purchases) = Operations & Maintenance, Marine Corps (1106)",O&M  MC Purch,0.1631,0.1695,0.1767,0.1848,0.2119,0.2482,0.2644,0.2775,0.2876,0.3107,0.3412,0.3850,0.4185,0.4424,0.4612,0.4781,0.4930,0.5069,0.5216,0.5401,0.5624,0.5847,0.6068,0.6224,0.6375,0.6503,0.6624,0.6752,0.6837,0.6902,0.6976,0.7080,0.7172,0.7242,0.7358,0.7528,0.7808,0.7993,0.8185,0.8372,0.8469,0.8595,0.8759,0.8912,0.9008,0.9127,0.9232,0.9371,0.9548,0.9748,0.9943,1.0142,1.0344,1.0551,1.0762,1.0978,1.1197,1.1421,1.1650,1.1883,1.2120,1.2363,1.2610,1.2862,1.3119,1.3382,1.3649,1.3922,1.4201,1.4485,1.4774,1.5070,1.5371,1.5679,1.5992,1.6312,1.6638,1.6971,1.7311,1.7657,1.8010,1.8370,1.8738,1.9112,1.9495,1.9884,2.0282,2.0688,2.1101,2.1524,2.1954,2.2393
Joint Inflation Calculator April 2019,m,,Weighted,"O&MMCR (COMPOSITE) Operations & Maintenance, Marine Corps Reserve (1107)",O&M  MCR COMP,0.1600,0.1670,0.1747,0.1828,0.2083,0.2423,0.2586,0.2706,0.2813,0.3037,0.3330,0.3809,0.4148,0.4390,0.4559,0.4701,0.4837,0.4939,0.5063,0.5219,0.5430,0.5627,0.5933,0.6058,0.6212,0.6349,0.6449,0.6579,0.6668,0.6760,0.6830,0.6924,0.7061,0.7143,0.7234,0.7412,0.7693,0.7948,0.8140,0.8380,0.8486,0.8645,0.8810,0.8938,0.9027,0.9151,0.9240,0.9330,0.9513,0.9722,0.9946,1.0125,1.0316,1.0519,1.0733,1.0948,1.1169,1.1394,1.1624,1.1858,1.2097,1.2341,1.2590,1.2844,1.3103,1.3367,1.3637,1.3912,1.4192,1.4478,1.4770,1.5068,1.5372,1.5682,1.5998,1.6321,1.6650,1.6986,1.7328,1.7677,1.8034,1.8398,1.8769,1.9147,1.9533,1.9927,2.0329,2.0739,2.1157,2.1583,2.2019,2.2463
Joint Inflation Calculator April 2019,n,O&M,Weighted,"O&MN (COMPOSITE) Operations & Maintenance, Navy (1804)",O&MN COMP,0.1350,0.1432,0.1517,0.1594,0.1767,0.2000,0.2148,0.2219,0.2336,0.2517,0.2750,0.3384,0.3719,0.3961,0.4051,0.4121,0.4219,0.4242,0.4326,0.4412,0.4580,0.4732,0.5109,0.5179,0.5326,0.5446,0.5503,0.5619,0.5733,0.5893,0.5985,0.6098,0.6439,0.6588,0.6705,0.6931,0.7216,0.7747,0.7951,0.8372,0.8416,0.8688,0.8967,0.9030,0.9149,0.9210,0.9251,0.9200,0.9399,0.9633,0.9951,1.0042,1.0187,1.0377,1.0598,1.0814,1.1040,1.1271,1.1507,1.1748,1.1994,1.2245,1.2501,1.2762,1.3029,1.3302,1.3580,1.3865,1.4155,1.4451,1.4753,1.5062,1.5377,1.5699,1.6027,1.6363,1.6705,1.7055,1.7412,1.7776,1.8148,1.8528,1.8915,1.9311,1.9715,2.0128,2.0549,2.0979,2.1418,2.1866,2.2324,2.2791
Joint Inflation Calculator April 2019,n,O&M,Weighted,"O&MN (Purchases) Operations & Maintenance, Navy (1804)",O&MN Purch,0.1631,0.1695,0.1767,0.1848,0.2119,0.2482,0.2644,0.2775,0.2876,0.3107,0.3412,0.3850,0.4185,0.4424,0.4616,0.4790,0.4938,0.5098,0.5251,0.5410,0.5649,0.5879,0.6088,0.6231,0.6366,0.6494,0.6614,0.6739,0.6837,0.6899,0.6965,0.7064,0.7168,0.7251,0.7341,0.7535,0.7744,0.7961,0.8166,0.8329,0.8439,0.8546,0.8740,0.8854,0.8992,0.9108,0.9215,0.9357,0.9531,0.9732,0.9927,1.0126,1.0328,1.0535,1.0745,1.0960,1.1179,1.1403,1.1631,1.1864,1.2101,1.2343,1.2590,1.2842,1.3098,1.3360,1.3628,1.3900,1.4178,1.4462,1.4751,1.5046,1.5347,1.5654,1.5967,1.6286,1.6612,1.6944,1.7283,1.7629,1.7981,1.8341,1.8708,1.9082,1.9464,1.9853,2.0250,2.0655,2.1068,2.1489,2.1919,2.2358
Joint Inflation Calculator April 2019,n,O&M,Weighted,"O&MN/LF (COMPOSITE) Operations & Maintenance, Navy - Less Fuel (1804)",O&MN/LF COMP,0.1621,0.1725,0.1834,0.1932,0.2161,0.2437,0.2617,0.2721,0.2849,0.3074,0.3318,0.3645,0.3962,0.4187,0.4367,0.4520,0.4672,0.4754,0.4879,0.5019,0.5220,0.5423,0.5621,0.5801,0.5971,0.6060,0.6164,0.6283,0.6412,0.6530,0.6665,0.6853,0.7030,0.7203,0.7375,0.7611,0.7850,0.8073,0.8287,0.8487,0.8690,0.8843,0.8975,0.9017,0.9081,0.9172,0.9267,0.9393,0.9570,0.9754,0.9942,1.0046,1.0222,1.0435,1.0648,1.0868,1.1092,1.1321,1.1554,1.1792,1.2035,1.2284,1.2537,1.2795,1.3059,1.3328,1.3603,1.3883,1.4170,1.4462,1.4760,1.5064,1.5375,1.5692,1.6015,1.6345,1.6682,1.7026,1.7377,1.7736,1.8101,1.8474,1.8855,1.9244,1.9641,2.0046,2.0459,2.0881,2.1311,2.1750,2.2199,2.2656
Joint Inflation Calculator April 2019,n,,Weighted,"O&MNR (COMPOSITE) Operations & Maintenance, Naval Reserve (1806)",O&MNR COMP,0.1300,0.1359,0.1418,0.1496,0.1680,0.1939,0.2058,0.2117,0.2246,0.2418,0.2669,0.3323,0.3676,0.3949,0.4020,0.4040,0.4089,0.4105,0.4152,0.4189,0.4339,0.4419,0.5052,0.4991,0.5092,0.5284,0.5296,0.5418,0.5511,0.5713,0.5743,0.5560,0.6038,0.6117,0.6152,0.6356,0.6681,0.7345,0.7515,0.8167,0.7943,0.8379,0.8850,0.8994,0.9243,0.9266,0.9239,0.8967,0.9190,0.9487,0.9931,1.0053,1.0174,1.0338,1.0564,1.0774,1.1000,1.1231,1.1467,1.1707,1.1953,1.2204,1.2460,1.2721,1.2988,1.3261,1.3539,1.3823,1.4113,1.4410,1.4712,1.5021,1.5336,1.5658,1.5986,1.6322,1.6664,1.7014,1.7371,1.7735,1.8108,1.8488,1.8876,1.9272,1.9676,2.0089,2.0510,2.0941,2.1380,2.1829,2.2287,2.2755
Joint Inflation Calculator April 2019,n,,Weighted,"O&MNR (Purchases) = Operations & Maintenance, Naval Reserve (1806)",O&MNR Purch,0.1642,0.1707,0.1775,0.1878,0.2148,0.2497,0.2637,0.2731,0.2883,0.3108,0.3405,0.3761,0.4120,0.4395,0.4594,0.4773,0.4923,0.5072,0.5219,0.5404,0.5627,0.5831,0.6064,0.6254,0.6374,0.6499,0.6626,0.6742,0.6840,0.6893,0.6973,0.7076,0.7166,0.7234,0.7337,0.7522,0.7734,0.7966,0.8174,0.8314,0.8422,0.8531,0.8693,0.8838,0.8975,0.9091,0.9195,0.9324,0.9495,0.9697,0.9891,1.0089,1.0291,1.0496,1.0706,1.0920,1.1139,1.1362,1.1589,1.1821,1.2057,1.2298,1.2544,1.2795,1.3051,1.3312,1.3578,1.3850,1.4127,1.4409,1.4698,1.4991,1.5291,1.5597,1.5909,1.6227,1.6552,1.6883,1.7221,1.7565,1.7916,1.8275,1.8640,1.9013,1.9393,1.9781,2.0177,2.0580,2.0992,2.1412,2.1840,2.2277
