Version,Service,tags,Type,Long Title,Indice,1970,1971,1972,1973,1974,1975,1976,197T,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Joint Inflation Calculator April 2019,d,,Raw,Defense Wide O&M,"O&M, DoD",0.1618,0.1683,0.1752,0.1793,0.2018,0.2441,0.2606,0.2682,0.2808,0.3007,0.3281,0.3629,0.4014,0.4319,0.4530,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,m,O&M,Raw,"O&MMC (COMPOSITE) Operations & Maintenance, Marine Corps (1106)",O&M  MC COMP,0.1533,0.1614,0.1698,0.1755,0.1957,0.2301,0.2465,0.2535,0.2664,0.2858,0.3099,0.3452,0.3805,0.4077,0.4257,0.4392,0.4533,0.4612,0.4724,0.4842,0.5034,0.5226,0.5511,0.5665,0.5834,0.5940,0.6041,0.6163,0.6288,0.6375,0.6461,0.6587,0.6766,0.6875,0.6945,0.7118,0.7353,0.7864,0.8067,0.8316,0.8448,0.8574,0.8742,0.8869,0.8983,0.9093,0.9181,0.9240,0.9408,0.9624,0.9860,1.0000,1.0174,1.0374,1.0588,1.0802,1.1022,1.1247,1.1477,1.1711,1.1950,1.2194,1.2443,1.2697,1.2956,1.3221,1.3491,1.3766,1.4047,1.4334,1.4626,1.4925,1.5230,1.5540,1.5858,1.6181,1.6512,1.6849,1.7193,1.7543,1.7902,1.8267,1.8640,1.9020,1.9409,1.9805,2.0209,2.0622,2.1043,2.1472,2.1910,2.2358
Joint Inflation Calculator April 2019,m,O&M,Raw,"O&MMC (Purchases) = Operations & Maintenance, Marine Corps (1106)",O&M  MC Purch,0.1618,0.1683,0.1752,0.1793,0.2018,0.2441,0.2606,0.2682,0.2808,0.3007,0.3281,0.3629,0.4014,0.4319,0.4530,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,m,,Raw,"O&MMCR (COMPOSITE) Operations & Maintenance, Marine Corps Reserve (1107)",O&M  MCR COMP,0.1588,0.1659,0.1733,0.1781,0.1995,0.2388,0.2553,0.2625,0.2753,0.2951,0.3217,0.3614,0.3996,0.4296,0.4487,0.4633,0.4778,0.4877,0.4993,0.5124,0.5333,0.5531,0.5854,0.5989,0.6155,0.6289,0.6390,0.6522,0.6643,0.6719,0.6772,0.6859,0.7027,0.7098,0.7147,0.7302,0.7543,0.7833,0.8040,0.8281,0.8412,0.8519,0.8696,0.8826,0.8944,0.9069,0.9156,0.9220,0.9385,0.9601,0.9823,1.0000,1.0188,1.0388,1.0598,1.0811,1.1029,1.1251,1.1478,1.1709,1.1946,1.2186,1.2432,1.2683,1.2939,1.3200,1.3466,1.3737,1.4014,1.4297,1.4585,1.4879,1.5179,1.5485,1.5798,1.6116,1.6441,1.6773,1.7111,1.7456,1.7808,1.8167,1.8533,1.8907,1.9288,1.9677,2.0074,2.0479,2.0892,2.1313,2.1743,2.2181
Joint Inflation Calculator April 2019,n,O&M,Raw,"O&MN (COMPOSITE) Operations & Maintenance, Navy (1804)",O&MN COMP,0.1346,0.1428,0.1511,0.1574,0.1732,0.1986,0.2135,0.2187,0.2313,0.2483,0.2705,0.3300,0.3653,0.3917,0.4017,0.4083,0.4185,0.4199,0.4276,0.4353,0.4517,0.4666,0.5061,0.5141,0.5302,0.5421,0.5479,0.5598,0.5722,0.5875,0.5961,0.6072,0.6423,0.6557,0.6662,0.6863,0.7143,0.7694,0.7890,0.8337,0.8384,0.8633,0.8900,0.8994,0.9112,0.9180,0.9221,0.9157,0.9350,0.9593,0.9910,1.0000,1.0142,1.0329,1.0551,1.0766,1.0991,1.1221,1.1456,1.1695,1.1940,1.2190,1.2445,1.2705,1.2971,1.3243,1.3520,1.3803,1.4091,1.4386,1.4687,1.4995,1.5308,1.5629,1.5956,1.6290,1.6631,1.6979,1.7334,1.7697,1.8067,1.8445,1.8831,1.9225,1.9627,2.0038,2.0457,2.0885,2.1322,2.1768,2.2224,2.2689
Joint Inflation Calculator April 2019,n,O&M,Raw,"O&MN (Purchases) Operations & Maintenance, Navy (1804)",O&MN Purch,0.1618,0.1683,0.1752,0.1793,0.2018,0.2441,0.2606,0.2682,0.2808,0.3007,0.3281,0.3629,0.4014,0.4319,0.4530,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,n,O&M,Raw,"O&MN/LF (COMPOSITE) Operations & Maintenance, Navy - Less Fuel (1804)",O&MN/LF COMP,0.1615,0.1719,0.1826,0.1902,0.2109,0.2417,0.2598,0.2674,0.2815,0.3023,0.3253,0.3536,0.3878,0.4134,0.4325,0.4474,0.4630,0.4702,0.4819,0.4949,0.5144,0.5344,0.5566,0.5757,0.5944,0.6032,0.6135,0.6258,0.6399,0.6510,0.6637,0.6823,0.7011,0.7168,0.7327,0.7534,0.7769,0.8013,0.8221,0.8448,0.8656,0.8782,0.8902,0.8978,0.9040,0.9139,0.9235,0.9347,0.9516,0.9710,0.9898,1.0000,1.0174,1.0383,1.0597,1.0816,1.1039,1.1266,1.1499,1.1736,1.1978,1.2225,1.2477,1.2734,1.2996,1.3264,1.3538,1.3817,1.4102,1.4392,1.4689,1.4992,1.5301,1.5616,1.5938,1.6267,1.6602,1.6945,1.7294,1.7650,1.8014,1.8386,1.8765,1.9152,1.9546,1.9949,2.0361,2.0780,2.1209,2.1646,2.2092,2.2548
Joint Inflation Calculator April 2019,n,,Raw,"O&MNR (COMPOSITE) Operations & Maintenance, Naval Reserve (1806)",O&MNR COMP,0.1286,0.1345,0.1404,0.1446,0.1605,0.1907,0.2041,0.2089,0.2203,0.2360,0.2598,0.3237,0.3607,0.3899,0.3980,0.3996,0.4053,0.4059,0.4100,0.4118,0.4267,0.4358,0.4994,0.4923,0.5053,0.5248,0.5259,0.5391,0.5495,0.5692,0.5707,0.5528,0.6019,0.6091,0.6105,0.6286,0.6602,0.7266,0.7444,0.8131,0.7915,0.8322,0.8801,0.8954,0.9202,0.9235,0.9205,0.8922,0.9139,0.9435,0.9879,1.0000,1.0122,1.0284,1.0510,1.0719,1.0944,1.1174,1.1408,1.1647,1.1892,1.2141,1.2396,1.2656,1.2922,1.3193,1.3470,1.3752,1.4041,1.4336,1.4637,1.4944,1.5257,1.5577,1.5904,1.6238,1.6579,1.6927,1.7282,1.7645,1.8015,1.8393,1.8779,1.9173,1.9575,1.9986,2.0405,2.0834,2.1271,2.1717,2.2173,2.2638
Joint Inflation Calculator April 2019,n,,Raw,"O&MNR (Purchases) = Operations & Maintenance, Naval Reserve (1806)",O&MNR Purch,0.1618,0.1683,0.1752,0.1793,0.2018,0.2441,0.2606,0.2682,0.2808,0.3007,0.3281,0.3629,0.4014,0.4319,0.4530,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,n,O&M,Raw,"OPN = Other Procurement, Navy (1810)",OPN,0.1896,0.1982,0.2058,0.2143,0.2267,0.2467,0.2629,0.2723,0.2826,0.3018,0.3281,0.3629,0.4014,0.4319,0.4530,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,nm,O&M,Raw,"PANMC = Procurement of Ammunition, Navy & Marine Corps (1508)",PAN   MC,0.1170,0.1276,0.1369,0.1469,0.1696,0.1973,0.2283,0.2331,0.2468,0.2675,0.2937,0.3284,0.3664,0.4188,0.4565,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,m,Procurement,Raw,"PMC = Procurement, Marine Corps (1109)",PMC,0.1618,0.1692,0.1757,0.1830,0.1935,0.2106,0.2245,0.2324,0.2412,0.2576,0.2801,0.3132,0.3495,0.3995,0.4354,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,d,,Raw,Defense Wide Procurement,PROC DoD,0.1896,0.1982,0.2058,0.2143,0.2267,0.2467,0.2629,0.2723,0.2826,0.3018,0.3281,0.3629,0.4014,0.4319,0.4530,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,n,Development,Raw,"RDT&EN (COMPOSITE) Research, Development, Test & Evaluation, Navy (1319)",RDTEN COMP,0.1822,0.1923,0.2021,0.2112,0.2283,0.2526,0.2698,0.2776,0.2857,0.3055,0.3303,0.3639,0.4017,0.4313,0.4524,0.4696,0.4855,0.4990,0.5125,0.5278,0.5499,0.5719,0.5965,0.6133,0.6299,0.6424,0.6546,0.6677,0.6798,0.6848,0.6905,0.7004,0.7132,0.7191,0.7265,0.7411,0.7619,0.7855,0.8067,0.8261,0.8386,0.8454,0.8622,0.8776,0.8907,0.9040,0.9139,0.9249,0.9406,0.9613,0.9805,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2191,1.2435,1.2683,1.2937,1.3196,1.3460,1.3729,1.4004,1.4284,1.4570,1.4862,1.5159,1.5463,1.5772,1.6088,1.6410,1.6738,1.7073,1.7415,1.7763,1.8118,1.8481,1.8851,1.9228,1.9613,2.0005,2.0406,2.0814,2.1230,2.1655,2.2089
Joint Inflation Calculator April 2019,d,,Raw,"Defense Wide Research, Development, Test & Evaluation",RDTE DoD,0.1896,0.1982,0.2058,0.2143,0.2267,0.2467,0.2629,0.2723,0.2826,0.3018,0.3281,0.3629,0.4014,0.4319,0.4530,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,n,Development,Raw,"RDT&EN (Purchases) = Research, Development, Test & Evaluation, Navy (1319)",RDTEN Purch,0.1832,0.1927,0.2015,0.2103,0.2271,0.2519,0.2686,0.2763,0.2834,0.3027,0.3281,0.3629,0.4014,0.4319,0.4530,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,m,,Raw,"RPMC (COMPOSITE) Reserve Personnel, Marine Corps (1108)",RPMC COMP,0.1182,0.1269,0.1444,0.1604,0.1718,0.1830,0.1925,0.1967,0.2034,0.2170,0.2308,0.2474,0.2910,0.3271,0.3408,0.3516,0.3652,0.3760,0.3849,0.3939,0.4083,0.4238,0.4409,0.4580,0.4744,0.4860,0.4977,0.5095,0.5231,0.5360,0.5517,0.5734,0.5961,0.6323,0.6651,0.6935,0.7175,0.7405,0.7587,0.7822,0.8103,0.8371,0.8530,0.8667,0.8810,0.8919,0.9010,0.9120,0.9290,0.9503,0.9734,1.0000,1.0253,1.0502,1.0755,1.1015,1.1281,1.1554,1.1833,1.2119,1.2411,1.2711,1.3018,1.3332,1.3655,1.3984,1.4322,1.4668,1.5022,1.5385,1.5757,1.6137,1.6527,1.6926,1.7335,1.7754,1.8183,1.8622,1.9072,1.9532,2.0004,2.0487,2.0982,2.1489,2.2008,2.2540,2.3084,2.3642,2.4213,2.4798,2.5397,2.6010
Joint Inflation Calculator April 2019,m,,Raw,"RPMC (NONPAY Purchases) = Reserve Personnel, Marine Corps (1108)",RPMC Non-pay,0.1822,0.1893,0.1951,0.2067,0.2241,0.2374,0.2511,0.2649,0.2642,0.2792,0.3012,0.3235,0.4014,0.4319,0.4530,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,n,,Raw,"RPN (COMPOSITE) Reserve Personnel, Navy (1405)",RPN COMP,0.1190,0.1281,0.1468,0.1636,0.1752,0.1866,0.1963,0.2000,0.2074,0.2214,0.2353,0.2522,0.2953,0.3331,0.3468,0.3577,0.3717,0.3827,0.3916,0.4007,0.4152,0.4308,0.4481,0.4662,0.4834,0.4954,0.5075,0.5197,0.5339,0.5477,0.5645,0.5876,0.6092,0.6419,0.6703,0.6961,0.7204,0.7433,0.7615,0.7852,0.8132,0.8382,0.8544,0.8683,0.8823,0.8936,0.9029,0.9139,0.9306,0.9519,0.9743,1.0000,1.0247,1.0491,1.0741,1.0997,1.1259,1.1527,1.1802,1.2083,1.2371,1.2666,1.2968,1.3277,1.3593,1.3917,1.4249,1.4588,1.4936,1.5292,1.5656,1.6029,1.6411,1.6802,1.7203,1.7613,1.8032,1.8462,1.8902,1.9352,1.9814,2.0286,2.0769,2.1264,2.1771,2.2290,2.2821,2.3365,2.3921,2.4491,2.5075,2.5672
Joint Inflation Calculator April 2019,n,,Raw,"RPN (NONPAY Purchases) = Reserve Personnel, Navy (1405)",RPN Non-pay,0.1822,0.1893,0.1951,0.2067,0.2241,0.2374,0.2511,0.2649,0.2642,0.2792,0.3012,0.3235,0.4014,0.4319,0.4530,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,n,Procurement,Raw,"SCN = Shipbuilding & Conversion, Navy (1611)",SCN,0.1170,0.1276,0.1369,0.1469,0.1696,0.1973,0.2283,0.2331,0.2468,0.2675,0.2937,0.3284,0.3664,0.4188,0.4565,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,n,Procurement,Raw,"SCN (NAVSEA/BLS HIST) = SCN (1611) (Bureau of Labor Statistics Historical, OSD Future)",SCN (BLS HIST),0.1414,0.1487,0.1552,0.1634,0.1781,0.2033,0.2266,0.2312,0.2455,0.2656,0.2917,0.3205,0.3513,0.3777,0.3920,0.4061,0.4146,0.4204,0.4268,0.4379,0.4523,0.4573,0.4646,0.4762,0.4914,0.5121,0.5321,0.5400,0.5449,0.5493,0.5443,0.5623,0.5696,0.5793,0.5972,0.6193,0.6460,0.6776,0.7115,0.7456,0.7695,0.7918,0.8227,0.8474,0.8694,0.8918,0.9071,0.9194,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,n,Procurement,Raw,"WPN = Weapons Procurement, Navy (1507)",WPN,0.1618,0.1692,0.1757,0.1830,0.1935,0.2106,0.2245,0.2324,0.2412,0.2576,0.2801,0.3132,0.3495,0.3995,0.4354,0.4702,0.4862,0.4998,0.5133,0.5287,0.5509,0.5730,0.5976,0.6144,0.6309,0.6436,0.6558,0.6689,0.6809,0.6857,0.6912,0.7009,0.7135,0.7192,0.7264,0.7409,0.7617,0.7853,0.8065,0.8258,0.8382,0.8449,0.8618,0.8773,0.8905,0.9038,0.9138,0.9248,0.9405,0.9612,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8114,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080
Joint Inflation Calculator April 2019,n,Procurement,Weighted,"APN = Aircraft Procurement, Navy (1506)",APN,0.1711,0.1783,0.1868,0.2061,0.2160,0.2278,0.2431,0.2572,0.2695,0.2956,0.3306,0.3689,0.4107,0.4461,0.4745,0.4936,0.5079,0.5234,0.5418,0.5653,0.5880,0.6082,0.6257,0.6398,0.6517,0.6638,0.6744,0.6839,0.6898,0.6978,0.7068,0.7161,0.7247,0.7338,0.7485,0.7682,0.7899,0.8118,0.8307,0.8432,0.8549,0.8728,0.8901,0.9029,0.9127,0.9246,0.9386,0.9580,0.9774,0.9972,1.0171,1.0375,1.0582,1.0794,1.1010,1.1230,1.1455,1.1684,1.1917,1.2156,1.2399,1.2647,1.2900,1.3158,1.3421,1.3689,1.3963,1.4242,1.4527,1.4818,1.5114,1.5416,1.5725,1.6039,1.6360,1.6687,1.7021,1.7361,1.7709,1.8063,1.8424,1.8793,1.9168,1.9552,1.9943,2.0342,2.0749,2.1163,2.1587,2.2019,2.2459,2.2908
Joint Inflation Calculator April 2019,n,,Weighted,"BRAC = Base Realignment and Closure, Navy (Milcon)",BRAC,0.1902,0.2020,0.2164,0.2364,0.2648,0.2850,0.2977,0.3158,0.3171,0.3497,0.3571,0.4122,0.4366,0.4609,0.4773,0.4936,0.5085,0.5235,0.5414,0.5611,0.5835,0.6007,0.6224,0.6375,0.6444,0.6564,0.6682,0.6793,0.6876,0.6939,0.7021,0.7126,0.7228,0.7321,0.7422,0.7845,0.8043,0.8023,0.8216,0.8368,0.8469,0.8590,0.8799,0.8938,0.9070,0.9191,0.9313,0.9466,0.9656,0.9855,1.0052,1.0253,1.0458,1.0667,1.0881,1.1098,1.1320,1.1547,1.1778,1.2013,1.2254,1.2499,1.2749,1.3004,1.3264,1.3529,1.3799,1.4075,1.4357,1.4644,1.4937,1.5236,1.5540,1.5851,1.6168,1.6492,1.6821,1.7158,1.7501,1.7851,1.8208,1.8572,1.8944,1.9323,1.9709,2.0103,2.0505,2.0915,2.1334,2.1760,2.2196,2.2639
Joint Inflation Calculator April 2019,n,,Weighted,"BRAC ER = Base Realignment and Closure, Environmental Restoration Navy EXPIRED",BRAC ER,0.1684,0.1831,0.1939,0.2047,0.2288,0.2656,0.2737,0.2779,0.2857,0.3077,0.3363,0.3719,0.4114,0.4426,0.4643,0.4820,0.4984,0.5123,0.5262,0.5419,0.5647,0.5873,0.6125,0.6297,0.6467,0.6589,0.6708,0.6811,0.6882,0.6949,0.7040,0.7144,0.7232,0.7331,0.7480,0.7678,0.7894,0.8098,0.8273,0.8404,0.8464,0.8587,0.8743,0.8883,0.9009,0.9127,0.9244,0.9390,0.9553,0.9754,0.9949,1.0148,1.0351,1.0558,1.0769,1.0985,1.1205,1.1429,1.1657,1.1890,1.2128,1.2371,1.2618,1.2870,1.3128,1.3390,1.3658,1.3931,1.4210,1.4494,1.4784,1.5080,1.5381,1.5689,1.6003,1.6323,1.6649,1.6982,1.7322,1.7668,1.8022,1.8382,1.8750,1.9125,1.9507,1.9897,2.0295,2.0701,2.1115,2.1538,2.1968,2.2408
