ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,series_title,inflation_rate
1980-01-01,81.22962046795999,76.63682035800812,85.2910679397361,80.01819020639999,82.57783271759999,-0.00484072729621594,-0.009914812094415268,0.00034350397597051523,-0.00484072729621594,-0.009914812094415268,0.00034350397597051523,0.0,0.0,0.0,80.83641002689947,"All items in U.S. city average, all urban consumers, not seasonally adjusted",
1980-02-01,81.73823083985253,77.25134757891243,85.35836377537778,80.59567451447509,83.02160581016658,-0.004265676300567876,-0.008737630057630617,8.55842893813388e-05,-0.004265676300567876,-0.008737630057630617,8.55842893813388e-05,0.0,0.0,0.0,81.38956200570863,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.006796350357191505
1980-03-01,82.21402763936491,77.87698392202859,86.43510253353692,81.13636590178828,83.43438628527043,-0.000199559050674164,-0.004621510902600863,0.003982571491496569,-0.000199559050674164,-0.004621510902600863,0.003982571491496569,0.0,0.0,0.0,82.19762108605711,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.009830686942904121
1980-04-01,82.72263801125746,78.88920040956987,86.97444468552884,81.66082134298567,83.90750420809358,0.001645652028632553,-0.003841324207086226,0.007617354240603608,0.001645652028632553,-0.003841324207086226,0.007617354240603608,0.0,0.0,0.0,82.85877068831452,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.00797923498943065
1980-05-01,83.21484159695993,79.25140648888822,87.85135595714232,82.25515154294939,84.32361014410317,0.0032777105222079566,-0.001894946338964998,0.008372723736258221,0.0032777105222079566,-0.001894946338964998,0.008372723736258221,0.0,0.0,0.0,83.48759575886615,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.007531958069170397
1980-06-01,83.72345196885247,79.90562806020918,88.70256324673153,82.79741967133923,84.76418108707023,0.006118158736664176,0.00021467800154932867,0.011808371585359889,0.006118158736664176,0.00021467800154932867,0.011808371585359889,0.0,0.0,0.0,84.23568533797939,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.008880910461067426
1980-07-01,84.21565555455493,80.52076456738028,89.04391183052338,83.32679030367812,85.19802598060534,0.004717938352384545,-0.00044577633500431796,0.009711233190737686,0.004717938352384545,-0.00044577633500431796,0.009711233190737686,0.0,0.0,0.0,84.61297982576697,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.004459061583275914
1980-08-01,84.72426592644749,80.9507610959614,89.05607714756383,83.85484179548732,85.64966201113705,0.003958763948929254,-0.0014566933217900473,0.009494833918507844,0.003958763948929254,-0.0014566933217900473,0.009494833918507844,0.0,0.0,0.0,85.05966929599661,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.005251483739905249
1980-09-01,85.23287629834002,81.39576437625126,89.92899477099326,84.37739857586857,86.12465566567269,0.00436293958183816,-0.0015666064510120505,0.010083320472361304,0.00436293958183816,-0.0015666064510120505,0.010083320472361304,0.0,0.0,0.0,85.60474218801595,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.006367321226459333
1980-10-01,85.7250798840425,81.76426182528155,89.80268288636121,84.92435953128017,86.57155286622812,0.00042860191201526824,-0.004665932661966672,0.005726911439646341,0.00042860191201526824,-0.004665932661966672,0.005726911439646341,0.0,0.0,0.0,85.76182181718846,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.0018315799016880296
1980-11-01,86.23369025593503,81.7347314692568,89.95285994322124,85.46719589538634,87.02327730112931,-0.003858678426613095,-0.009287556030001797,0.0017427458436589432,-0.003858678426613095,-0.009287556030001797,0.0017427458436589432,0.0,0.0,0.0,85.90094217569721,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.0016195440350840196
1980-12-01,86.72589384163751,81.93763515132223,90.15623884512648,85.97713331532428,87.52168817172166,-0.00712132562163011,-0.011981131321140754,-0.0024325959835217884,-0.00712132562163011,-0.011981131321140754,-0.0024325959835217884,0.0,0.0,0.0,86.10829051176428,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.002407995035492494
1981-01-01,87.23450421353004,82.76281319696696,90.9713893167928,86.52925735674178,88.00370934226449,-0.0035604352937632215,-0.009030383807380124,0.0018018002216627727,-0.0035604352937632215,-0.009030383807380124,0.0018018002216627727,0.0,0.0,0.0,86.92391140589426,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.009383159143879327
1981-02-01,87.7431145854226,84.10443194840789,91.84066956171482,87.04106150549553,88.49277426335884,-1.6950502591858046e-05,-0.005636128740187958,0.0060493457321695865,-1.6950502591858046e-05,-0.005636128740187958,0.0060493457321695865,0.0,0.0,0.0,87.7416272955314,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.009319588829631686
1981-03-01,88.2025045987449,84.00862072943806,92.82332465208289,87.50137788634788,88.95151435832649,0.0005255025505107933,-0.0026495350128482357,0.0036781330104738714,0.0005255025505107933,-0.0026495350128482357,0.0036781330104738714,0.0,0.0,0.0,88.24885523987298,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.0057476999895677006
1981-04-01,88.71111497063744,84.62298956944471,93.06595456159835,88.01090609825421,89.46303061436673,0.0021328714381930046,-0.0018262606486489654,0.006031936793366384,0.0021328714381930046,-0.0018262606486489654,0.006031936793366384,0.0,0.0,0.0,88.90032437400856,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.007328085006696017
1981-05-01,89.20331855633991,85.59434304086031,93.59381068120406,88.47561287584126,89.94734879009691,0.0036829046527423986,5.707396839107985e-05,0.007633949092335067,0.0036829046527423986,5.707396839107985e-05,0.007633949092335067,0.0,0.0,0.0,89.53184587329112,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.007053596327906697
1981-06-01,89.71192892823245,86.15556069328974,94.08152971850089,88.97147498582095,90.48687667824179,0.005507918133635368,0.0011408516265513,0.009377239377611804,0.005507918133635368,0.0011408516265513,0.009377239377611804,0.0,0.0,0.0,90.20605488837967,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.007474099337597795
1981-07-01,90.14224921184527,86.54275690599293,94.8053227956124,89.43049285795635,90.90942046433423,0.004505957583282229,0.0007887391525159096,0.008127824272146164,0.004505957583282229,0.0007887391525159096,0.008127824272146164,0.0,0.0,0.0,90.5484263632555,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.0037810869677882275
1981-08-01,90.58691350491185,86.87476955340027,94.96326001784587,89.89446165665746,91.31376135327628,0.004001413738415022,0.00042903098934741265,0.007884403898323138,0.004001413738415022,0.00042903098934741265,0.007884403898323138,0.0,0.0,0.0,90.94938922513101,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.0044086372134175544
1981-09-01,91.03157779797843,87.37370061900705,95.74178400226877,90.36113460745324,91.72980746868481,0.004501683317154795,0.0003783862859692334,0.00829434765114521,0.004501683317154795,0.0003783862859692334,0.00829434765114521,0.0,0.0,0.0,91.44137313308586,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.005380320648059378
1981-10-01,91.46189808159124,87.51166948114619,95.53727239251735,90.79430911905786,92.14360549242248,1.5958099119406468e-05,-0.003518110553565958,0.0037414118548834726,1.5958099119406468e-05,-0.003518110553565958,0.0037414118548834726,0.0,0.0,0.0,91.46335763962648,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.00024036408795791164
1981-11-01,91.90656237465782,87.56536100114651,95.5410756434491,91.23862050561483,92.57589484806437,-0.0033088109623254703,-0.007133417391056816,0.0006618995481878419,-0.0033088109623254703,-0.007133417391056816,0.0006618995481878419,0.0,0.0,0.0,91.60246093356291,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.0015185541143628578
1981-12-01,92.33688265827064,87.54160675821558,95.8943436394816,91.68121013189483,92.99661466805267,-0.006355583304207986,-0.009780610471786914,-0.0027306207609637343,-0.006355583304207986,-0.009780610471786914,-0.0027306207609637343,0.0,0.0,0.0,91.75002790848512,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.001608358910467067
1982-01-01,92.7815469513372,88.29482133926332,96.55302471912502,92.12954510856983,93.44561034783004,-0.0039563854042549565,-0.007713117799999912,-0.0001616533000019894,-0.0039563854042549565,-0.007713117799999912,-0.0001616533000019894,0.0,0.0,0.0,92.41446739319474,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.007189777785361673
1982-02-01,93.22621124440379,88.91548963648914,97.12189861387725,92.5645813341654,93.8880050107643,-0.0014430224346601913,-0.005482521907721006,0.0027273352568866257,-0.0014430224346601913,-0.005482521907721006,0.0027273352568866257,0.0,0.0,0.0,93.09168373007974,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.007274724333578453
1982-03-01,93.62784350910908,89.5259402265,97.85474081315941,92.96017912105435,94.2954942336864,0.0012773213677693346,-0.0024184334954028526,0.005092255946715005,0.0012773213677693346,-0.0024184334954028526,0.005092255946715005,0.0,0.0,0.0,93.74743635424143,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.006994885936761119
1982-04-01,94.07250780217566,90.2903735684574,98.56229942182676,93.39616988091129,94.75257073352695,0.002619663620473757,-0.0013200784429145778,0.006449786381214084,0.002619663620473757,-0.0013200784429145778,0.006449786381214084,0.0,0.0,0.0,94.31894612855176,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.006059331637690124
1982-05-01,94.50282808578848,90.86597199225932,99.30427006607142,93.80471164866158,95.19279841644216,0.004068686386389593,0.0005471866356409289,0.00782889026986588,0.004068686386389593,0.0005471866356409289,0.00782889026986588,0.0,0.0,0.0,94.88733045589645,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.00599009714588683
1982-06-01,94.94749237885506,91.04304386060264,99.34471258926506,94.22671690526371,95.65501991412269,0.004883870488891589,0.0014317993058601884,0.008411077630191931,0.004883870488891589,0.0014317993058601884,0.008411077630191931,0.0,0.0,0.0,95.4112036348784,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.005490688294707224
1982-07-01,95.37781266246787,91.66944852752628,100.16140253927252,94.6183670765216,96.10608432461459,0.004300842661774153,0.0004625019351490433,0.008330623243729964,0.004300842661774153,0.0004625019351490433,0.008330623243729964,0.0,0.0,0.0,95.78801762815331,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.003933832253817937
1982-08-01,95.82247695553444,92.40068161368225,100.53893508324578,95.02479672129056,96.56647439894707,0.004050862966592576,0.0004438866854642619,0.007506063176364276,0.004050862966592576,0.0004438866854642619,0.007506063176364276,0.0,0.0,0.0,96.21064067880079,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.004392685129895324
1982-09-01,96.26714124860102,92.78647974237104,100.86683181945118,95.4410350021666,97.04117167460109,0.00463906413319853,0.0012912257240250782,0.00779556944518307,0.00463906413319853,0.0012912257240250782,0.00779556944518307,0.0,0.0,0.0,96.71373069077296,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.005201846815120037
1982-10-01,96.69746153221384,92.22612125460492,100.6485030765641,95.8509576487961,97.50055118376308,-0.00038677862838563183,-0.004247821695662997,0.003685167664545834,-0.00038677862838563183,-0.004247821695662997,0.003685167664545834,0.0,0.0,0.0,96.66006102067404,"All items in U.S. city average, all urban consumers, not seasonally adjusted",-0.0005552414257989913
1982-11-01,97.14212582528042,92.41443178883004,101.01751201978118,96.28111305163199,97.9718837973243,-0.002745895144005867,-0.0063272042046086325,0.0010008882395350532,-0.002745895144005867,-0.0063272042046086325,0.0010008882395350532,0.0,0.0,0.0,96.87538373369837,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.0022226772656327443
1982-12-01,97.46026862371329,92.83443523206024,101.18305202299258,96.62294574099906,98.26999228069818,-0.005608158216658225,-0.00970918704260541,-0.0015528508449649868,-0.005608158216658225,-0.00970918704260541,-0.0015528508449649868,0.0,0.0,0.0,96.9136960174335,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.00039532372935435767
1983-01-01,97.78901618209393,93.1215753918846,101.5488005858791,96.98060069054247,98.595717319855,-0.00438337547490342,-0.007989437889282615,-0.0008537041113350886,-0.00438337547490342,-0.007989437889282615,-0.0008537041113350886,0.0,0.0,0.0,97.36037020684641,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.004587843990978446
1983-02-01,98.11776374047457,93.55390064981322,101.85039824020127,97.34578088337773,98.8768622922188,-0.0028598236974959725,-0.00631150911991235,0.0005541740391094943,-0.0028598236974959725,-0.00631150911991235,0.0005541740391094943,0.0,0.0,0.0,97.83716423458425,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.004873342675740577
1983-03-01,98.4146970190119,94.29982767198783,102.83708733242239,97.64681886601592,99.13797229624508,0.0020551016633172624,-0.003445406796605972,0.007759154302297369,0.0020551016633172624,-0.003445406796605972,0.007759154302297369,0.0,0.0,0.0,98.61694922655053,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.00790721065782407
1983-04-01,98.74344457739254,94.86480328676421,103.45478575523931,97.99895929229264,99.43897290770111,0.0031050926273206046,-0.0022195718274740715,0.008257073945244931,0.0031050926273206046,-0.0022195718274740715,0.008257073945244931,0.0,0.0,0.0,99.05005211914605,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.004372566024241409
1983-05-01,99.06158737582541,95.66555283592261,103.76754623875253,98.332416268031,99.74059975127862,0.004434594961496751,-0.0010000181641573434,0.009380822123915293,0.004434594961496751,-0.0010000181641573434,0.009380822123915293,0.0,0.0,0.0,99.50088539208012,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.00453094734943893
1983-06-01,99.39033493420604,95.6383436231536,103.9425485973954,98.68067795525471,100.04515363444602,0.004246685543291437,-0.0006467167583168281,0.009018142754869098,0.004246685543291437,-0.0006467167583168281,0.009018142754869098,0.0,0.0,0.0,99.81241443271402,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.003121145224313837
1983-07-01,99.7084777326389,95.83718647629706,104.0342101319216,99.02955437551816,100.37323018126386,0.004103028614914399,-0.001458013467074752,0.009708505814820228,0.004103028614914399,-0.001458013467074752,0.009708505814820228,0.0,0.0,0.0,100.11758446992548,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.00304811626076662
1983-08-01,100.03722529101954,96.12530469193355,104.44891352575588,99.38696201589019,100.7050955568608,0.004107130817145787,-0.001446366467516373,0.009331459262976363,0.004107130817145787,-0.001446366467516373,0.009331459262976363,0.0,0.0,0.0,100.44809126187405,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.003290324263971578
1983-09-01,100.36597284940018,97.09190984069419,104.99963508397882,99.72475694568075,101.03331265361787,0.004775052503289169,0.00012837660646267083,0.009228139436990282,0.004775052503289169,0.00012837660646267083,0.009228139436990282,0.0,0.0,0.0,100.84522563929977,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.003938058295850033
1983-10-01,100.68411564783304,96.47828600728332,104.73084231356094,100.04054410259748,101.35682090821517,-0.0007793329645445316,-0.006566167097860349,0.0046891382369903594,-0.0007793329645445316,-0.006566167097860349,0.0046891382369903594,0.0,0.0,0.0,100.60564919750266,"All items in U.S. city average, all urban consumers, not seasonally adjusted",-0.002381341840226092
1983-11-01,101.01286320621367,97.03343040423395,104.89811671439723,100.39301657577919,101.70118038667037,-0.002170682836884765,-0.007631455093889995,0.0027975064627764885,-0.002170682836884765,-0.007631455093889995,0.0027975064627764885,0.0,0.0,0.0,100.79359631774734,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.001864673224399982
1983-12-01,101.33100600464654,96.66961922660167,104.8152420030361,100.69289225175481,102.02778167335988,-0.00487991634714698,-0.010549443935722476,0.0009885300252453343,-0.00487991634714698,-0.010549443935722476,0.0009885300252453343,0.0,0.0,0.0,100.83651917197162,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.00042566774990582257
1984-01-01,101.65975356302718,97.0526738448183,104.94812247595232,101.017814262431,102.36539139968176,-0.004840727296217054,-0.009914812094417469,0.00034350397597304933,-0.004840727296217054,-0.009914812094417469,0.00034350397597304933,0.0,0.0,0.0,101.16764641902793,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.00327305476382056
1984-02-01,101.9885011214078,97.48246820904414,105.43642929065777,101.34810048938589,102.67841875029933,-0.004265676300570078,-0.008737630057637152,8.558428938699852e-05,-0.004265676300570078,-0.008737630057637152,8.558428938699852e-05,0.0,0.0,0.0,101.55345118924355,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.003799031600577263
1984-03-01,102.2960391598929,97.96724165729323,106.34893367329337,101.66097294412837,102.99547453122987,-0.00019955905067443872,-0.004621510902601796,0.003982571491495368,-0.00019955905067443872,-0.004621510902601796,0.003982571491495368,0.0,0.0,0.0,102.2756250594304,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.0070610555522609975
1984-04-01,102.62478671827354,98.66014111525162,106.74527629937009,101.98903127450761,103.3434060306572,0.0016456520286325656,-0.0038413242070885556,0.007617354240606775,0.0016456520286325656,-0.0038413242070885556,0.007617354240606775,0.0,0.0,0.0,102.79367140672444,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.005039671608228602
1984-05-01,102.9167380100573,99.14382226636452,107.21111010251423,102.2876912178702,103.61448050127565,0.003277710522207765,-0.001894946338964499,0.00837272373625909,0.003277710522207765,-0.001894946338964499,0.00837272373625909,0.0,0.0,0.0,103.25406928514415,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.004458883621799803
1984-06-01,103.21842101156719,99.62921275751768,107.88628076748168,102.60767131620956,103.90388230187509,0.00611815873666516,0.00021467800155112259,0.01180837158535787,0.00611815873666516,0.00021467800155112259,0.01180837158535787,0.0,0.0,0.0,103.8499276958639,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.005737687294927962
1984-07-01,103.51037230335095,99.74474724166804,108.13561873602222,102.92413173300878,104.17938628914732,0.004717938352384423,-0.00044577633500143934,0.00971123319073855,0.004717938352384423,-0.00044577633500143934,0.00971123319073855,0.0,0.0,0.0,103.99872785871051,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.0014307882981873243
1984-08-01,103.81205530486082,100.10303175931195,108.49389225433718,103.22777756619578,104.46789685200069,0.003958763948931874,-0.001456693321786069,0.009494833918512099,0.003958763948931874,-0.001456693321786069,0.009494833918512099,0.0,0.0,0.0,104.22302272686622,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.002152066427237642
1984-09-01,104.1137383063707,100.51400158151338,108.84612644110413,103.54630644930202,104.75960744466856,0.004362939581838597,-0.0015666064510141697,0.01008332047236102,0.004362939581838597,-0.0015666064510141697,0.01008332047236102,0.0,0.0,0.0,104.56798025624074,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.0032988829709554857
1984-10-01,104.40568959815445,100.36109651805985,108.62698922259848,103.84517277373835,105.03444866173372,0.0004286019120151656,-0.004665932661968637,0.005726911439645415,0.0004286019120151656,-0.004665932661968637,0.005726911439645415,0.0,0.0,0.0,104.45043807634148,"All items in U.S. city average, all urban consumers, not seasonally adjusted",-0.0011253392715628863
1984-11-01,104.70737259966434,100.14819065927793,108.45272534039749,104.1579074780673,105.32928602173985,-0.003858678426613203,-0.009287556030005698,0.0017427458436581704,-0.003858678426613203,-0.009287556030005698,0.0017427458436581704,0.0,0.0,0.0,104.30334051990666,"All items in U.S. city average, all urban consumers, not seasonally adjusted",-0.0014102861490496998
1984-12-01,104.99932389144809,100.37509791172366,108.35904761267709,104.46436753576515,105.60471051071103,-0.007121325621629763,-0.011981131321132394,-0.0024325959835225387,-0.007121325621629763,-0.011981131321132394,-0.0024325959835225387,0.0,0.0,0.0,104.2515895159661,"All items in U.S. city average, all urban consumers, not seasonally adjusted",-0.0004964049390596692
1985-01-01,105.30100689295797,100.89492116621274,109.35562590566792,104.76815296751735,105.90352111298785,-0.003560435293762938,-0.009030383807383023,0.0018018002216658756,-0.003560435293762938,-0.009030383807383023,0.0018018002216658756,0.0,0.0,0.0,104.92608947154751,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.006428334068090069
1985-02-01,105.60268989446786,101.48994549014394,110.0065723579656,105.06645632217959,106.19136576450505,-1.6950502592647613e-05,-0.005636128740188709,0.006049345732166054,-1.6950502592647613e-05,-0.005636128740188709,0.006049345732166054,0.0,0.0,0.0,105.60089987579902,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.0063901955858820525
1985-03-01,105.87517776679937,102.13047990161057,110.16201039471554,105.34021408224619,106.4663145436162,0.0005255025505113203,-0.0026495350128513235,0.003678133010472675,0.0005255025505113203,-0.0026495350128513235,0.003678133010472675,0.0,0.0,0.0,105.93081544275167,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.0031144437581616113
1985-04-01,106.17686076830924,102.09306340970107,110.33469159096938,105.6355864112465,106.78432069210679,0.0021328714381895577,-0.0018262606486512444,0.006031936793378176,0.0021328714381895577,-0.0018262606486512444,0.006031936793378176,0.0,0.0,0.0,106.40332236203861,"All items in U.S. city average, all urban consumers, not seasonally adjusted",0.004440715842304543
