index,year,period,periodName,value,footnotes,series_title,series_id,seasonality,survey_name,survey_abbreviation,measure_data_type,area,item,commerce_industry,latest,BY,BY_VALUE,date
0,1995,M12,December,153.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5930965111629006,1995-12-01
1,1995,M11,November,153.6,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5934828932548634,1995-11-01
2,1995,M10,October,153.7,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5938692753468261,1995-10-01
3,1995,M09,September,153.2,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5919373648870121,1995-09-01
4,1995,M08,August,152.9,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5907782186111238,1995-08-01
5,1995,M07,July,152.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5892326902432726,1995-07-01
6,1995,M06,June,152.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5892326902432726,1995-06-01
7,1995,M05,May,152.2,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5880735439673841,1995-05-01
8,1995,M04,April,151.9,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5869143976914958,1995-04-01
9,1995,M03,March,151.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5849824872316818,1995-03-01
10,1995,M02,February,150.9,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5830505767718678,1995-02-01
11,1995,M01,January,150.3,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5807322842200909,1995-01-01
12,1994,M12,December,149.7,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5784139916683141,1994-12-01
13,1994,M11,November,149.7,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5784139916683141,1994-11-01
14,1994,M10,October,149.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5776412274843885,1994-10-01
15,1994,M09,September,149.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5772548453924258,1994-09-01
16,1994,M08,August,149.0,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5757093170245745,1994-08-01
17,1994,M07,July,148.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5733910244727978,1994-07-01
18,1994,M06,June,148.0,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5718454961049465,1994-06-01
19,1994,M05,May,147.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5699135856451325,1994-05-01
20,1994,M04,April,147.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5695272035531697,1994-04-01
21,1994,M03,March,147.2,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5687544393692441,1994-03-01
22,1994,M02,February,146.7,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5668225289094301,1994-02-01
23,1994,M01,January,146.2,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5648906184496161,1994-01-01
24,1993,M12,December,145.8,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5633450900817649,1993-12-01
25,1993,M11,November,145.8,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5633450900817649,1993-11-01
26,1993,M10,October,145.7,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.562958707989802,1993-10-01
27,1993,M09,September,145.1,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5606404154380252,1993-09-01
28,1993,M08,August,144.8,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5594812691621369,1993-08-01
29,1993,M07,July,144.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5579357407942857,1993-07-01
30,1993,M06,June,144.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5579357407942857,1993-06-01
31,1993,M05,May,144.2,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.55716297661036,1993-05-01
32,1993,M04,April,144.0,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5563902124264344,1993-04-01
33,1993,M03,March,143.6,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5548446840585832,1993-03-01
34,1993,M02,February,143.1,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5529127735987692,1993-02-01
35,1993,M01,January,142.6,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5509808631389552,1993-01-01
36,1992,M12,December,141.9,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5482761884952156,1992-12-01
37,1992,M11,November,142.0,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5486625705871784,1992-11-01
38,1992,M10,October,141.8,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5478898064032528,1992-10-01
39,1992,M09,September,141.3,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5459578959434388,1992-09-01
40,1992,M08,August,140.9,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5444123675755876,1992-08-01
41,1992,M07,July,140.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5428668392077364,1992-07-01
42,1992,M06,June,140.2,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.541707692931848,1992-06-01
43,1992,M05,May,139.7,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.539775782472034,1992-05-01
44,1992,M04,April,139.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5390030182881084,1992-04-01
45,1992,M03,March,139.3,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5382302541041828,1992-03-01
46,1992,M02,February,138.6,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5355255794604431,1992-02-01
47,1992,M01,January,138.1,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5335936690006291,1992-01-01
48,1991,M12,December,137.9,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5328209048167035,1991-12-01
49,1991,M11,November,137.8,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5324345227247408,1991-11-01
50,1991,M10,October,137.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5308889943568895,1991-10-01
51,1991,M09,September,137.2,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5301162301729638,1991-09-01
52,1991,M08,August,136.6,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5277979376211871,1991-08-01
53,1991,M07,July,136.2,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5262524092533358,1991-07-01
54,1991,M06,June,136.0,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5254796450694103,1991-06-01
55,1991,M05,May,135.6,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5239341167015591,1991-05-01
56,1991,M04,April,135.2,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5223885883337078,1991-04-01
57,1991,M03,March,135.0,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5216158241497822,1991-03-01
58,1991,M02,February,134.8,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5208430599658567,1991-02-01
59,1991,M01,January,134.6,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5200702957819311,1991-01-01
60,1990,M12,December,133.8,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5169792390462287,1990-12-01
61,1990,M11,November,133.8,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5169792390462287,1990-11-01
62,1990,M10,October,133.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5158200927703402,1990-10-01
63,1990,M09,September,132.7,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5127290360346378,1990-09-01
64,1990,M08,August,131.6,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.508478833023047,1990-08-01
65,1990,M07,July,130.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5038422479194934,1990-07-01
66,1990,M06,June,129.9,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.5019103374596794,1990-06-01
67,1990,M05,May,129.2,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.49920566281593975,1990-05-01
68,1990,M04,April,128.9,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4980465165400514,1990-04-01
69,1990,M03,March,128.7,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.49727375235612575,1990-03-01
70,1990,M02,February,128.0,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4945690777123862,1990-02-01
71,1990,M01,January,127.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4922507851606094,1990-01-01
72,1989,M12,December,126.1,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4872278179650929,1989-12-01
73,1989,M11,November,125.9,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4864550537811673,1989-11-01
74,1989,M10,October,125.6,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4852959075052789,1989-10-01
75,1989,M09,September,125.0,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4829776149535021,1989-09-01
76,1989,M08,August,124.6,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4814320865856509,1989-08-01
77,1989,M07,July,124.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4806593224017253,1989-07-01
78,1989,M06,June,124.1,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4795001761258369,1989-06-01
79,1989,M05,May,123.8,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4783410298499485,1989-05-01
80,1989,M04,April,123.1,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.47563635520620884,1989-04-01
81,1989,M03,March,122.3,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.47254529847050647,1989-03-01
82,1989,M02,February,121.6,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.46984062382676683,1989-02-01
83,1989,M01,January,121.1,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.46790871336695283,1989-01-01
84,1988,M12,December,120.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.46559042081517604,1988-12-01
85,1988,M11,November,120.3,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4648176566312504,1988-11-01
86,1988,M10,October,120.2,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4644312745392876,1988-10-01
87,1988,M09,September,119.8,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4628857461714364,1988-09-01
88,1988,M08,August,119.0,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.459794689435734,1988-08-01
89,1988,M07,July,118.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.45786277897592,1988-07-01
90,1988,M06,June,118.0,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.455930868516106,1988-06-01
91,1988,M05,May,117.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.453998958056292,1988-05-01
92,1988,M04,April,117.1,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.45245342968844077,1988-04-01
93,1988,M03,March,116.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.450135137136664,1988-03-01
94,1988,M02,February,116.0,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.44820322667685,1988-02-01
95,1988,M01,January,115.7,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.44704408040096155,1988-01-01
96,1987,M12,December,115.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4458849341250732,1987-12-01
97,1987,M11,November,115.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4458849341250732,1987-11-01
98,1987,M10,October,115.3,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.44549855203311034,1987-10-01
99,1987,M09,September,115.0,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4443394057572219,1987-09-01
100,1987,M08,August,114.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4420211132054452,1987-08-01
101,1987,M07,July,113.8,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.43970282065366834,1987-07-01
102,1987,M06,June,113.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4385436743777799,1987-06-01
103,1987,M05,May,113.1,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4369981460099287,1987-05-01
104,1987,M04,April,112.7,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4354526176420775,1987-04-01
105,1987,M03,March,112.1,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4331343250903007,1987-03-01
106,1987,M02,February,111.6,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.43120241463048664,1987-02-01
107,1987,M01,January,111.2,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.4296568862626355,1987-01-01
108,1986,M12,December,110.5,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.42695221161889585,1986-12-01
109,1986,M11,November,110.4,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.42656582952693306,1986-11-01
110,1986,M10,October,110.3,[{}],"All items in U.S. city average, all urban consumers, not seasonally adjusted",CUUR0000SA0,Not Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),CU,All items,U.S. city average,All items,,,2020,0.42617944743497027,1986-10-01
